organ	country	month_day	avg_2019	avg_2020	ratio
total	Slovenia	05-23	0.121	0.458	0.264
total	Slovenia	05-24	0.116	0.452	0.257
total	Slovenia	05-25	0.111	0.445	0.25
total	Slovenia	05-26	0.107	0.438	0.244
total	Slovenia	05-27	0.102	0.43	0.238
total	Slovenia	05-28	0.098	0.422	0.232
total	Slovenia	05-29	0.094	0.414	0.227
total	Slovenia	05-30	0.09	0.406	0.222
total	Slovenia	05-31	0.086	0.399	0.217
total	Slovenia	06-01	0.083	0.391	0.212
total	Slovenia	06-02	0.08	0.385	0.208
total	Slovenia	06-03	0.077	0.379	0.203
total	Slovenia	06-04	0.074	0.373	0.199
total	Slovenia	06-05	0.072	0.367	0.196
total	Slovenia	06-06	0.07	0.361	0.193
total	Slovenia	06-07	0.068	0.355	0.19
total	Slovenia	06-08	0.066	0.35	0.188
total	Slovenia	06-09	0.064	0.344	0.186
total	Slovenia	06-10	0.063	0.339	0.185
total	Slovenia	06-11	0.062	0.334	0.184
total	Slovenia	06-12	0.061	0.329	0.184
total	Slovenia	06-13	0.06	0.325	0.185
total	Slovenia	06-14	0.06	0.321	0.187
total	Slovenia	06-15	0.06	0.317	0.189
total	Slovenia	06-16	0.06	0.314	0.193
total	Slovenia	06-17	0.061	0.31	0.196
total	Slovenia	06-18	0.062	0.307	0.201
total	Slovenia	06-19	0.063	0.304	0.206
total	Slovenia	06-20	0.064	0.301	0.212
total	Slovenia	06-21	0.065	0.298	0.218
total	Slovenia	06-22	0.067	0.295	0.226
total	Slovenia	06-23	0.069	0.293	0.235
total	Slovenia	06-24	0.071	0.29	0.245
total	Slovenia	06-25	0.074	0.289	0.256
total	Slovenia	06-26	0.077	0.287	0.268
total	Slovenia	06-27	0.08	0.285	0.281
total	Slovenia	06-28	0.083	0.283	0.293
total	Slovenia	06-29	0.086	0.281	0.306
total	Slovenia	06-30	0.089	0.279	0.319
total	Slovenia	07-01	0.092	0.277	0.332
total	Slovenia	07-02	0.095	0.275	0.345
total	Slovenia	07-03	0.098	0.272	0.359
total	Slovenia	07-04	0.101	0.27	0.375
total	Slovenia	07-05	0.105	0.267	0.391
total	Slovenia	07-06	0.108	0.265	0.408
total	Slovenia	07-07	0.112	0.263	0.425
total	Slovenia	07-08	0.115	0.26	0.442
total	Slovenia	07-09	0.118	0.258	0.458
total	Slovenia	07-10	0.121	0.256	0.474
total	Slovenia	07-11	0.124	0.253	0.489
total	Slovenia	07-12	0.126	0.25	0.504
total	Slovenia	07-13	0.128	0.246	0.519
total	Slovenia	07-14	0.13	0.243	0.534
total	Slovenia	07-15	0.131	0.239	0.55
total	Slovenia	07-16	0.133	0.236	0.565
total	Slovenia	07-17	0.136	0.233	0.582
total	Slovenia	07-18	0.138	0.231	0.599
total	Slovenia	07-19	0.141	0.229	0.616
total	Slovenia	07-20	0.145	0.229	0.633
total	Slovenia	07-21	0.148	0.228	0.648
total	Slovenia	07-22	0.15	0.227	0.663
total	Slovenia	07-23	0.153	0.226	0.677
total	Slovenia	07-24	0.156	0.226	0.691
total	Slovenia	07-25	0.16	0.226	0.706
total	Slovenia	07-26	0.163	0.227	0.721
total	Slovenia	07-27	0.168	0.228	0.737
total	Slovenia	07-28	0.173	0.229	0.754
total	Slovenia	07-29	0.179	0.232	0.772
total	Slovenia	07-30	0.185	0.235	0.789
total	Slovenia	07-31	0.192	0.239	0.805
total	Slovenia	08-01	0.2	0.243	0.821
total	Slovenia	08-02	0.208	0.248	0.836
total	Slovenia	08-03	0.216	0.254	0.851
total	Slovenia	08-04	0.224	0.259	0.865
total	Slovenia	08-05	0.232	0.264	0.88
total	Slovenia	08-06	0.241	0.269	0.894
total	Slovenia	08-07	0.249	0.274	0.91
total	Slovenia	08-08	0.258	0.279	0.925
total	Slovenia	08-09	0.268	0.285	0.94
total	Slovenia	08-10	0.278	0.291	0.955
total	Slovenia	08-11	0.288	0.298	0.969
total	Slovenia	08-12	0.299	0.304	0.983
total	Slovenia	08-13	0.31	0.311	0.996
total	Slovenia	08-14	0.321	0.318	1.01
total	Slovenia	08-15	0.331	0.323	1.023
total	Slovenia	08-16	0.341	0.328	1.037
total	Slovenia	08-17	0.35	0.333	1.052
total	Slovenia	08-18	0.361	0.338	1.067
total	Slovenia	08-19	0.372	0.343	1.083
total	Slovenia	08-20	0.383	0.348	1.099
total	Slovenia	08-21	0.394	0.353	1.115
total	Slovenia	08-22	0.404	0.358	1.131
total	Slovenia	08-23	0.415	0.362	1.146
total	Slovenia	08-24	0.425	0.366	1.161
total	Slovenia	08-25	0.434	0.369	1.176
total	Slovenia	08-26	0.442	0.372	1.19
total	Slovenia	08-27	0.45	0.374	1.204
total	Slovenia	08-28	0.458	0.376	1.219
total	Slovenia	08-29	0.466	0.377	1.236
total	Slovenia	08-30	0.475	0.379	1.253
total	Slovenia	08-31	0.482	0.38	1.27
total	Slovenia	09-01	0.489	0.381	1.286
total	Slovenia	09-02	0.496	0.381	1.302
total	Slovenia	09-03	0.502	0.381	1.317
total	Slovenia	09-04	0.506	0.381	1.33
total	Slovenia	09-05	0.51	0.38	1.343
total	Slovenia	09-06	0.513	0.378	1.357
total	Slovenia	09-07	0.516	0.376	1.371
total	Slovenia	09-08	0.518	0.374	1.385
total	Slovenia	09-09	0.52	0.371	1.4
total	Slovenia	09-10	0.521	0.368	1.414
total	Slovenia	09-11	0.521	0.365	1.428
total	Slovenia	09-12	0.521	0.361	1.442
total	Slovenia	09-13	0.521	0.358	1.454
total	Slovenia	09-14	0.52	0.354	1.465
total	Slovenia	09-15	0.518	0.351	1.476
total	Slovenia	09-16	0.515	0.346	1.487
total	Slovenia	09-17	0.511	0.341	1.498
total	Slovenia	09-18	0.507	0.336	1.509
total	Slovenia	09-19	0.502	0.33	1.519
total	Slovenia	09-20	0.497	0.325	1.53
total	Slovenia	09-21	0.491	0.319	1.539
total	Slovenia	09-22	0.486	0.314	1.547
total	Slovenia	09-23	0.48	0.309	1.554
total	Slovenia	09-24	0.474	0.304	1.561
total	Slovenia	09-25	0.466	0.298	1.567
total	Slovenia	09-26	0.458	0.291	1.573
total	Slovenia	09-27	0.45	0.285	1.578
total	Slovenia	09-28	0.441	0.279	1.583
total	Slovenia	09-29	0.432	0.272	1.586
total	Slovenia	09-30	0.423	0.266	1.589
total	Slovenia	10-01	0.414	0.26	1.589
total	Slovenia	10-02	0.406	0.255	1.588
total	Slovenia	10-03	0.397	0.251	1.584
total	Slovenia	10-04	0.388	0.246	1.578
total	Slovenia	10-05	0.378	0.241	1.57
total	Slovenia	10-06	0.367	0.235	1.561
total	Slovenia	10-07	0.357	0.23	1.549
total	Slovenia	10-08	0.346	0.226	1.536
total	Slovenia	10-09	0.336	0.221	1.521
total	Slovenia	10-10	0.327	0.217	1.505
total	Slovenia	10-11	0.319	0.214	1.488
total	Slovenia	10-12	0.31	0.211	1.468
total	Slovenia	10-13	0.302	0.209	1.443
total	Slovenia	10-14	0.293	0.207	1.414
total	Slovenia	10-15	0.284	0.206	1.383
total	Slovenia	10-16	0.276	0.204	1.349
total	Slovenia	10-17	0.267	0.203	1.315
total	Slovenia	10-18	0.259	0.202	1.282
total	Slovenia	10-19	0.252	0.202	1.25
total	Slovenia	10-20	0.246	0.201	1.22
total	Slovenia	10-21	0.24	0.201	1.194
total	Slovenia	10-22	0.236	0.201	1.17
total	Slovenia	10-23	0.231	0.202	1.143
total	Slovenia	10-24	0.227	0.203	1.115
total	Slovenia	10-25	0.223	0.205	1.088
total	Slovenia	10-26	0.22	0.207	1.063
total	Slovenia	10-27	0.217	0.209	1.039
total	Slovenia	10-28	0.215	0.211	1.019
total	Slovenia	10-29	0.213	0.213	1.002
total	Slovenia	10-30	0.212	0.214	0.99
total	Slovenia	10-31	0.212	0.216	0.982
total	Slovenia	11-01	0.213	0.218	0.975
total	Slovenia	11-02	0.214	0.221	0.97
total	Slovenia	11-03	0.216	0.224	0.966
total	Slovenia	11-04	0.219	0.227	0.965
total	Slovenia	11-05	0.222	0.23	0.965
total	Slovenia	11-06	0.225	0.232	0.967
total	Slovenia	11-07	0.228	0.235	0.971
total	Slovenia	11-08	0.231	0.237	0.977
total	Slovenia	11-09	0.235	0.239	0.986
total	Slovenia	11-10	0.24	0.241	0.997
total	Slovenia	11-11	0.246	0.243	1.011
total	Slovenia	11-12	0.252	0.245	1.027
total	Slovenia	11-13	0.258	0.247	1.044
total	Slovenia	11-14	0.265	0.25	1.063
total	Slovenia	11-15	0.272	0.251	1.081
total	Slovenia	11-16	0.278	0.253	1.1
total	Slovenia	11-17	0.284	0.254	1.119
total	Slovenia	11-18	0.29	0.255	1.139
total	Slovenia	11-19	0.297	0.256	1.162
total	Slovenia	11-20	0.304	0.256	1.187
total	Slovenia	11-21	0.312	0.257	1.215
total	Slovenia	11-22	0.319	0.257	1.244
total	Slovenia	11-23	0.327	0.257	1.273
total	Slovenia	11-24	0.335	0.257	1.302
total	Slovenia	11-25	0.342	0.257	1.331
total	Slovenia	11-26	0.348	0.256	1.359
total	Slovenia	11-27	0.354	0.256	1.385
total	Slovenia	11-28	0.36	0.255	1.411
total	Slovenia	11-29	0.365	0.254	1.438
total	Slovenia	11-30	0.371	0.253	1.466
total	Slovenia	12-01	0.376	0.251	1.495
total	Slovenia	12-02	0.381	0.25	1.524
total	Slovenia	12-03	0.386	0.248	1.554
total	Slovenia	12-04	0.39	0.246	1.584
total	Slovenia	12-05	0.394	0.244	1.613
total	Slovenia	12-06	0.398	0.242	1.643
total	Slovenia	12-07	0.401	0.24	1.673
total	Slovenia	12-08	0.405	0.238	1.703
total	Slovenia	12-09	0.408	0.235	1.735
total	Slovenia	12-10	0.41	0.232	1.768
total	Slovenia	12-11	0.413	0.229	1.802
total	Slovenia	12-12	0.415	0.226	1.837
total	Slovenia	12-13	0.417	0.223	1.873
total	Slovenia	12-14	0.419	0.219	1.91
total	Slovenia	12-15	0.42	0.216	1.949
total	Slovenia	12-16	0.422	0.212	1.989
total	Slovenia	12-17	0.422	0.208	2.03
total	Slovenia	12-18	0.423	0.204	2.074
total	Slovenia	12-19	0.423	0.2	2.119
total	Slovenia	12-20	0.423	0.195	2.167
total	Slovenia	12-21	0.423	0.191	2.218
total	Slovenia	12-22	0.422	0.186	2.272
total	Slovenia	12-23	0.422	0.181	2.33
total	Slovenia	12-24	0.421	0.176	2.391
total	South	03-01	41.706	40.701	1.025
total	South	03-02	41.782	40.299	1.037
total	South	03-03	41.855	39.908	1.049
total	South	03-04	41.925	39.527	1.061
total	South	03-05	41.992	39.157	1.072
total	South	03-06	42.056	38.798	1.084
total	South	03-07	42.117	38.45	1.095
total	South	03-08	42.175	38.112	1.107
total	South	03-09	42.23	37.785	1.118
total	South	03-10	42.282	37.469	1.128
total	South	03-11	42.33	37.164	1.139
total	South	03-12	42.376	36.869	1.149
total	South	03-13	42.418	36.585	1.159
total	South	03-14	42.458	36.312	1.169
total	South	03-15	42.494	36.049	1.179
total	South	03-16	42.528	35.797	1.188
total	South	03-17	42.558	35.555	1.197
total	South	03-18	42.586	35.324	1.206
total	South	03-19	42.611	35.103	1.214
total	South	03-20	42.633	34.893	1.222
total	South	03-21	42.652	34.693	1.229
total	South	03-22	42.667	34.505	1.237
total	South	03-23	42.679	34.327	1.243
total	South	03-24	42.688	34.159	1.25
total	South	03-25	42.694	34.003	1.256
total	South	03-26	42.697	33.857	1.261
total	South	03-27	42.698	33.721	1.266
total	South	03-28	42.697	33.596	1.271
total	South	03-29	42.693	33.481	1.275
total	South	03-30	42.685	33.371	1.279
total	South	03-31	42.672	33.263	1.283
total	South	04-01	42.656	33.16	1.286
total	South	04-02	42.635	33.064	1.289
total	South	04-03	42.612	32.979	1.292
total	South	04-04	42.587	32.908	1.294
total	South	04-05	42.562	32.854	1.295
total	South	04-06	42.536	32.82	1.296
total	South	04-07	42.51	32.808	1.296
total	South	04-08	42.484	32.813	1.295
total	South	04-09	42.455	32.828	1.293
total	South	04-10	42.423	32.854	1.291
total	South	04-11	42.389	32.892	1.289
total	South	04-12	42.353	32.944	1.286
total	South	04-13	42.316	33.011	1.282
total	South	04-14	42.277	33.095	1.277
total	South	04-15	42.239	33.197	1.272
total	South	04-16	42.2	33.319	1.267
total	South	04-17	42.161	33.461	1.26
total	South	04-18	42.121	33.637	1.252
total	South	04-19	42.077	33.852	1.243
total	South	04-20	42.03	34.099	1.233
total	South	04-21	41.982	34.369	1.222
total	South	04-22	41.933	34.655	1.21
total	South	04-23	41.884	34.947	1.199
total	South	04-24	41.836	35.238	1.187
total	South	04-25	41.789	35.52	1.176
total	South	04-26	41.745	35.785	1.167
total	South	04-27	41.7	36.056	1.157
total	South	04-28	41.652	36.358	1.146
total	South	04-29	41.602	36.683	1.134
total	South	04-30	41.551	37.023	1.122
total	South	05-01	41.499	37.369	1.111
total	South	05-02	41.449	37.712	1.099
total	South	05-03	41.401	38.045	1.088
total	South	05-04	41.357	38.359	1.078
total	South	05-05	41.316	38.645	1.069
total	South	05-06	41.279	38.917	1.061
total	South	05-07	41.242	39.191	1.052
total	South	05-08	41.207	39.465	1.044
total	South	05-09	41.173	39.737	1.036
total	South	05-10	41.139	40.006	1.028
total	South	05-11	41.108	40.27	1.021
total	South	05-12	41.077	40.526	1.014
total	South	05-13	41.048	40.772	1.007
total	South	05-14	41.021	41.008	1
total	South	05-15	40.996	41.238	0.994
total	South	05-16	40.976	41.466	0.988
total	South	05-17	40.958	41.692	0.982
total	South	05-18	40.943	41.914	0.977
total	South	05-19	40.929	42.131	0.971
total	South	05-20	40.916	42.34	0.966
total	South	05-21	40.903	42.541	0.961
total	South	05-22	40.889	42.732	0.957
total	South	05-23	40.873	42.911	0.953
total	South	05-24	40.855	43.077	0.948
total	South	05-25	40.836	43.238	0.944
total	South	05-26	40.819	43.401	0.941
total	South	05-27	40.803	43.562	0.937
total	South	05-28	40.787	43.718	0.933
total	South	05-29	40.771	43.866	0.929
total	South	05-30	40.755	44.002	0.926
total	South	05-31	40.738	44.123	0.923
total	South	06-01	40.718	44.226	0.921
total	South	06-02	40.697	44.307	0.919
total	South	06-03	40.672	44.366	0.917
total	South	06-04	40.644	44.405	0.915
total	South	06-05	40.614	44.426	0.914
total	South	06-06	40.582	44.432	0.913
total	South	06-07	40.549	44.425	0.913
total	South	06-08	40.517	44.409	0.912
total	South	06-09	40.485	44.385	0.912
total	South	06-10	40.454	44.356	0.912
total	South	06-11	40.426	44.324	0.912
total	South	06-12	40.4	44.292	0.912
total	South	06-13	40.374	44.249	0.912
total	South	06-14	40.343	44.182	0.913
total	South	06-15	40.309	44.099	0.914
total	South	06-16	40.275	44.002	0.915
total	South	06-17	40.241	43.898	0.917
total	South	06-18	40.209	43.792	0.918
total	South	06-19	40.182	43.687	0.92
total	South	06-20	40.16	43.589	0.921
total	South	06-21	40.146	43.503	0.923
total	South	06-22	40.138	43.42	0.924
total	South	06-23	40.131	43.33	0.926
total	South	06-24	40.127	43.235	0.928
total	South	06-25	40.125	43.135	0.93
total	South	06-26	40.126	43.033	0.932
total	South	06-27	40.13	42.93	0.935
total	South	06-28	40.136	42.827	0.937
total	South	06-29	40.145	42.727	0.94
total	South	06-30	40.158	42.63	0.942
total	South	07-01	40.173	42.538	0.944
total	South	07-02	40.195	42.446	0.947
total	South	07-03	40.223	42.348	0.95
total	South	07-04	40.257	42.246	0.953
total	South	07-05	40.296	42.142	0.956
total	South	07-06	40.337	42.039	0.96
total	South	07-07	40.379	41.939	0.963
total	South	07-08	40.42	41.844	0.966
total	South	07-09	40.46	41.756	0.969
total	South	07-10	40.496	41.678	0.972
total	South	07-11	40.533	41.601	0.974
total	South	07-12	40.573	41.519	0.977
total	South	07-13	40.616	41.433	0.98
total	South	07-14	40.661	41.347	0.983
total	South	07-15	40.707	41.264	0.986
total	South	07-16	40.753	41.188	0.989
total	South	07-17	40.798	41.121	0.992
total	South	07-18	40.841	41.066	0.995
total	South	07-19	40.881	41.027	0.996
total	South	07-20	40.919	41.001	0.998
total	South	07-21	40.957	40.984	0.999
total	South	07-22	40.994	40.975	1
total	South	07-23	41.032	40.973	1.001
total	South	07-24	41.069	40.978	1.002
total	South	07-25	41.107	40.988	1.003
total	South	07-26	41.144	41.004	1.003
total	South	07-27	41.18	41.023	1.004
total	South	07-28	41.217	41.045	1.004
total	South	07-29	41.254	41.077	1.004
total	South	07-30	41.291	41.123	1.004
total	South	07-31	41.328	41.181	1.004
total	South	08-01	41.364	41.248	1.003
total	South	08-02	41.401	41.32	1.002
total	South	08-03	41.438	41.397	1.001
total	South	08-04	41.474	41.474	1
total	South	08-05	41.509	41.549	0.999
total	South	08-06	41.545	41.62	0.998
total	South	08-07	41.579	41.684	0.997
total	South	08-08	41.614	41.747	0.997
total	South	08-09	41.649	41.814	0.996
total	South	08-10	41.685	41.886	0.995
total	South	08-11	41.72	41.96	0.994
total	South	08-12	41.756	42.036	0.993
total	South	08-13	41.79	42.112	0.992
total	South	08-14	41.824	42.186	0.991
total	South	08-15	41.857	42.258	0.991
total	South	08-16	41.888	42.326	0.99
total	South	08-17	41.917	42.391	0.989
total	South	08-18	41.946	42.458	0.988
total	South	08-19	41.973	42.525	0.987
total	South	08-20	42	42.592	0.986
total	South	08-21	42.026	42.66	0.985
total	South	08-22	42.051	42.726	0.984
total	South	08-23	42.076	42.792	0.983
total	South	08-24	42.1	42.856	0.982
total	South	08-25	42.125	42.92	0.981
total	South	08-26	42.149	42.981	0.981
total	South	08-27	42.172	43.042	0.98
total	South	08-28	42.194	43.106	0.979
total	South	08-29	42.215	43.17	0.978
total	South	08-30	42.234	43.234	0.977
total	South	08-31	42.254	43.297	0.976
total	South	09-01	42.273	43.359	0.975
total	South	09-02	42.293	43.418	0.974
total	South	09-03	42.313	43.475	0.973
total	South	09-04	42.334	43.527	0.973
total	South	09-05	42.357	43.577	0.972
total	South	09-06	42.379	43.625	0.971
total	South	09-07	42.402	43.672	0.971
total	South	09-08	42.424	43.717	0.97
total	South	09-09	42.447	43.761	0.97
total	South	09-10	42.47	43.803	0.97
total	South	09-11	42.492	43.843	0.969
total	South	09-12	42.514	43.882	0.969
total	South	09-13	42.536	43.918	0.969
total	South	09-14	42.557	43.953	0.968
total	South	09-15	42.579	43.984	0.968
total	South	09-16	42.603	44.012	0.968
total	South	09-17	42.629	44.036	0.968
total	South	09-18	42.654	44.058	0.968
total	South	09-19	42.68	44.078	0.968
total	South	09-20	42.704	44.097	0.968
total	South	09-21	42.727	44.116	0.969
total	South	09-22	42.747	44.136	0.969
total	South	09-23	42.764	44.157	0.968
total	South	09-24	42.779	44.178	0.968
total	South	09-25	42.795	44.197	0.968
total	South	09-26	42.811	44.214	0.968
total	South	09-27	42.826	44.23	0.968
total	South	09-28	42.84	44.246	0.968
total	South	09-29	42.852	44.261	0.968
total	South	09-30	42.862	44.276	0.968
total	South	10-01	42.87	44.292	0.968
total	South	10-02	42.875	44.308	0.968
total	South	10-03	42.877	44.326	0.967
total	South	10-04	42.875	44.345	0.967
total	South	10-05	42.872	44.365	0.966
total	South	10-06	42.866	44.385	0.966
total	South	10-07	42.859	44.404	0.965
total	South	10-08	42.85	44.423	0.965
total	South	10-09	42.841	44.44	0.964
total	South	10-10	42.832	44.455	0.963
total	South	10-11	42.823	44.468	0.963
total	South	10-12	42.813	44.48	0.963
total	South	10-13	42.8	44.494	0.962
total	South	10-14	42.786	44.509	0.961
total	South	10-15	42.769	44.523	0.961
total	South	10-16	42.752	44.537	0.96
total	South	10-17	42.734	44.549	0.959
total	South	10-18	42.715	44.559	0.959
total	South	10-19	42.697	44.567	0.958
total	South	10-20	42.679	44.57	0.958
total	South	10-21	42.662	44.569	0.957
total	South	10-22	42.646	44.565	0.957
total	South	10-23	42.629	44.561	0.957
total	South	10-24	42.612	44.554	0.956
total	South	10-25	42.595	44.547	0.956
total	South	10-26	42.577	44.537	0.956
total	South	10-27	42.559	44.524	0.956
total	South	10-28	42.54	44.509	0.956
total	South	10-29	42.522	44.491	0.956
total	South	10-30	42.503	44.469	0.956
total	South	10-31	42.484	44.445	0.956
total	South	11-01	42.465	44.421	0.956
total	South	11-02	42.446	44.395	0.956
total	South	11-03	42.426	44.368	0.956
total	South	11-04	42.407	44.337	0.956
total	South	11-05	42.387	44.304	0.957
total	South	11-06	42.366	44.267	0.957
total	South	11-07	42.345	44.225	0.958
total	South	11-08	42.323	44.177	0.958
total	South	11-09	42.301	44.128	0.959
total	South	11-10	42.279	44.079	0.959
total	South	11-11	42.256	44.031	0.96
total	South	11-12	42.232	43.98	0.96
total	South	11-13	42.208	43.925	0.961
total	South	11-14	42.184	43.866	0.962
total	South	11-15	42.159	43.8	0.963
total	South	11-16	42.134	43.725	0.964
total	South	11-17	42.107	43.641	0.965
total	South	11-18	42.079	43.547	0.966
total	South	11-19	42.05	43.442	0.968
total	South	11-20	42.019	43.33	0.97
total	South	11-21	41.987	43.21	0.972
total	South	11-22	41.954	43.085	0.974
total	South	11-23	41.921	42.956	0.976
total	South	11-24	41.889	42.825	0.978
total	South	11-25	41.856	42.692	0.98
total	South	11-26	41.825	42.559	0.983
total	South	11-27	41.796	42.427	0.985
total	South	11-28	41.766	42.293	0.988
total	South	11-29	41.735	42.151	0.99
total	South	11-30	41.704	42.004	0.993
total	South	12-01	41.673	41.853	0.996
total	South	12-02	41.642	41.7	0.999
total	South	12-03	41.612	41.547	1.002
total	South	12-04	41.584	41.395	1.005
total	South	12-05	41.556	41.247	1.007
total	South	12-06	41.531	41.104	1.01
total	South	12-07	41.507	40.963	1.013
total	South	12-08	41.484	40.82	1.016
total	South	12-09	41.461	40.676	1.019
total	South	12-10	41.439	40.53	1.022
total	South	12-11	41.417	40.384	1.026
total	South	12-12	41.396	40.237	1.029
total	South	12-13	41.376	40.091	1.032
total	South	12-14	41.356	39.945	1.035
total	South	12-15	41.338	39.8	1.039
total	South	12-16	41.321	39.656	1.042
total	South	12-17	41.305	39.513	1.045
total	South	12-18	41.29	39.37	1.049
total	South	12-19	41.276	39.228	1.052
total	South	12-20	41.262	39.087	1.056
total	South	12-21	41.25	38.946	1.059
total	South	12-22	41.238	38.804	1.063
total	South	12-23	41.227	38.663	1.066
total	South	12-24	41.217	38.521	1.07
total	Spain	03-01	15.09	10.291	1.466
total	Spain	03-02	15.049	9.931	1.515
total	Spain	03-03	15.008	9.578	1.567
total	Spain	03-04	14.969	9.234	1.621
total	Spain	03-05	14.93	8.897	1.678
total	Spain	03-06	14.892	8.568	1.738
total	Spain	03-07	14.855	8.246	1.802
total	Spain	03-08	14.819	7.93	1.869
total	Spain	03-09	14.784	7.622	1.94
total	Spain	03-10	14.749	7.32	2.015
total	Spain	03-11	14.715	7.024	2.095
total	Spain	03-12	14.682	6.735	2.18
total	Spain	03-13	14.649	6.452	2.27
total	Spain	03-14	14.618	6.177	2.366
total	Spain	03-15	14.587	5.91	2.468
total	Spain	03-16	14.557	5.651	2.576
total	Spain	03-17	14.528	5.401	2.69
total	Spain	03-18	14.5	5.161	2.809
total	Spain	03-19	14.472	4.931	2.935
total	Spain	03-20	14.445	4.707	3.069
total	Spain	03-21	14.419	4.484	3.216
total	Spain	03-22	14.394	4.265	3.375
total	Spain	03-23	14.369	4.051	3.547
total	Spain	03-24	14.346	3.844	3.732
total	Spain	03-25	14.323	3.647	3.927
total	Spain	03-26	14.3	3.46	4.133
total	Spain	03-27	14.279	3.286	4.346
total	Spain	03-28	14.259	3.126	4.561
total	Spain	03-29	14.24	2.983	4.774
total	Spain	03-30	14.221	2.85	4.99
total	Spain	03-31	14.204	2.723	5.216
total	Spain	04-01	14.187	2.603	5.449
total	Spain	04-02	14.171	2.493	5.684
total	Spain	04-03	14.157	2.395	5.911
total	Spain	04-04	14.143	2.31	6.122
total	Spain	04-05	14.129	2.241	6.305
total	Spain	04-06	14.117	2.189	6.448
total	Spain	04-07	14.106	2.157	6.538
total	Spain	04-08	14.096	2.149	6.559
total	Spain	04-09	14.089	2.165	6.506
total	Spain	04-10	14.083	2.203	6.393
total	Spain	04-11	14.079	2.258	6.235
total	Spain	04-12	14.076	2.329	6.044
total	Spain	04-13	14.073	2.411	5.837
total	Spain	04-14	14.071	2.502	5.623
total	Spain	04-15	14.067	2.599	5.413
total	Spain	04-16	14.063	2.698	5.212
total	Spain	04-17	14.058	2.797	5.027
total	Spain	04-18	14.052	2.905	4.836
total	Spain	04-19	14.048	3.035	4.629
total	Spain	04-20	14.045	3.181	4.415
total	Spain	04-21	14.043	3.34	4.204
total	Spain	04-22	14.041	3.508	4.003
total	Spain	04-23	14.039	3.681	3.814
total	Spain	04-24	14.035	3.855	3.641
total	Spain	04-25	14.03	4.025	3.485
total	Spain	04-26	14.023	4.189	3.347
total	Spain	04-27	14.013	4.354	3.218
total	Spain	04-28	14.003	4.53	3.091
total	Spain	04-29	13.991	4.713	2.969
total	Spain	04-30	13.979	4.903	2.851
total	Spain	05-01	13.965	5.097	2.74
total	Spain	05-02	13.952	5.293	2.636
total	Spain	05-03	13.939	5.489	2.539
total	Spain	05-04	13.926	5.683	2.451
total	Spain	05-05	13.914	5.873	2.369
total	Spain	05-06	13.901	6.065	2.292
total	Spain	05-07	13.886	6.265	2.216
total	Spain	05-08	13.869	6.472	2.143
total	Spain	05-09	13.852	6.683	2.073
total	Spain	05-10	13.834	6.895	2.006
total	Spain	05-11	13.817	7.107	1.944
total	Spain	05-12	13.801	7.318	1.886
total	Spain	05-13	13.787	7.523	1.833
total	Spain	05-14	13.775	7.722	1.784
total	Spain	05-15	13.765	7.919	1.738
total	Spain	05-16	13.753	8.119	1.694
total	Spain	05-17	13.742	8.32	1.652
total	Spain	05-18	13.73	8.523	1.611
total	Spain	05-19	13.719	8.724	1.573
total	Spain	05-20	13.71	8.924	1.536
total	Spain	05-21	13.701	9.122	1.502
total	Spain	05-22	13.694	9.316	1.47
total	Spain	05-23	13.69	9.506	1.44
total	Spain	05-24	13.689	9.69	1.413
total	Spain	05-25	13.69	9.872	1.387
total	Spain	05-26	13.692	10.054	1.362
total	Spain	05-27	13.696	10.237	1.338
total	Spain	05-28	13.701	10.418	1.315
total	Spain	05-29	13.708	10.598	1.293
total	Spain	05-30	13.716	10.774	1.273
total	Spain	05-31	13.725	10.946	1.254
total	Spain	06-01	13.736	11.112	1.236
total	Spain	06-02	13.747	11.272	1.22
total	Spain	06-03	13.762	11.427	1.204
total	Spain	06-04	13.781	11.581	1.19
total	Spain	06-05	13.804	11.733	1.177
total	Spain	06-06	13.829	11.882	1.164
total	Spain	06-07	13.856	12.027	1.152
total	Spain	06-08	13.883	12.168	1.141
total	Spain	06-09	13.91	12.305	1.13
total	Spain	06-10	13.935	12.437	1.12
total	Spain	06-11	13.957	12.563	1.111
total	Spain	06-12	13.975	12.682	1.102
total	Spain	06-13	13.993	12.796	1.094
total	Spain	06-14	14.013	12.906	1.086
total	Spain	06-15	14.035	13.013	1.079
total	Spain	06-16	14.058	13.115	1.072
total	Spain	06-17	14.079	13.213	1.066
total	Spain	06-18	14.1	13.307	1.06
total	Spain	06-19	14.118	13.395	1.054
total	Spain	06-20	14.132	13.479	1.048
total	Spain	06-21	14.142	13.557	1.043
total	Spain	06-22	14.147	13.63	1.038
total	Spain	06-23	14.149	13.7	1.033
total	Spain	06-24	14.148	13.764	1.028
total	Spain	06-25	14.145	13.825	1.023
total	Spain	06-26	14.14	13.881	1.019
total	Spain	06-27	14.134	13.931	1.015
total	Spain	06-28	14.127	13.977	1.011
total	Spain	06-29	14.12	14.017	1.007
total	Spain	06-30	14.113	14.052	1.004
total	Spain	07-01	14.108	14.081	1.002
total	Spain	07-02	14.101	14.103	1
total	Spain	07-03	14.09	14.118	0.998
total	Spain	07-04	14.077	14.126	0.997
total	Spain	07-05	14.061	14.128	0.995
total	Spain	07-06	14.045	14.125	0.994
