organ	country	month_day	avg_2019	avg_2020	ratio
liver	Brazil	09-04	6.245	6.06	1.031
liver	Brazil	09-05	6.251	6.075	1.029
liver	Brazil	09-06	6.257	6.089	1.028
liver	Brazil	09-07	6.264	6.102	1.026
liver	Brazil	09-08	6.27	6.114	1.025
liver	Brazil	09-09	6.276	6.126	1.025
liver	Brazil	09-10	6.281	6.136	1.024
liver	Brazil	09-11	6.286	6.147	1.023
liver	Brazil	09-12	6.291	6.157	1.022
liver	Brazil	09-13	6.294	6.168	1.02
liver	Brazil	09-14	6.297	6.179	1.019
liver	Brazil	09-15	6.298	6.19	1.018
liver	Brazil	09-16	6.299	6.199	1.016
liver	Brazil	09-17	6.299	6.208	1.015
liver	Brazil	09-18	6.298	6.216	1.013
liver	Brazil	09-19	6.297	6.224	1.012
liver	Brazil	09-20	6.295	6.232	1.01
liver	Brazil	09-21	6.293	6.24	1.008
liver	Brazil	09-22	6.291	6.249	1.007
liver	Brazil	09-23	6.288	6.258	1.005
liver	Brazil	09-24	6.284	6.268	1.003
liver	Brazil	09-25	6.277	6.277	1
liver	Brazil	09-26	6.269	6.286	0.997
liver	Brazil	09-27	6.259	6.295	0.994
liver	Brazil	09-28	6.249	6.304	0.991
liver	Brazil	09-29	6.24	6.313	0.988
liver	Brazil	09-30	6.232	6.322	0.986
liver	Brazil	10-01	6.226	6.332	0.983
liver	Brazil	10-02	6.222	6.343	0.981
liver	Brazil	10-03	6.22	6.355	0.979
liver	Brazil	10-04	6.214	6.367	0.976
liver	Brazil	10-05	6.208	6.38	0.973
liver	Brazil	10-06	6.201	6.393	0.97
liver	Brazil	10-07	6.194	6.407	0.967
liver	Brazil	10-08	6.19	6.42	0.964
liver	Brazil	10-09	6.188	6.434	0.962
liver	Brazil	10-10	6.189	6.447	0.96
liver	Brazil	10-11	6.196	6.459	0.959
liver	Brazil	10-12	6.206	6.472	0.959
liver	Brazil	10-13	6.219	6.487	0.959
liver	Brazil	10-14	6.234	6.503	0.959
liver	Brazil	10-15	6.252	6.52	0.959
liver	Brazil	10-16	6.271	6.537	0.959
liver	Brazil	10-17	6.291	6.553	0.96
liver	Brazil	10-18	6.313	6.569	0.961
liver	Brazil	10-19	6.336	6.582	0.963
liver	Brazil	10-20	6.36	6.594	0.965
liver	Brazil	10-21	6.384	6.602	0.967
liver	Brazil	10-22	6.412	6.609	0.97
liver	Brazil	10-23	6.444	6.618	0.974
liver	Brazil	10-24	6.479	6.626	0.978
liver	Brazil	10-25	6.517	6.633	0.983
liver	Brazil	10-26	6.557	6.64	0.987
liver	Brazil	10-27	6.596	6.645	0.993
liver	Brazil	10-28	6.635	6.649	0.998
liver	Brazil	10-29	6.671	6.649	1.003
liver	Brazil	10-30	6.705	6.647	1.009
liver	Brazil	10-31	6.738	6.642	1.014
liver	Brazil	11-01	6.773	6.635	1.021
liver	Brazil	11-02	6.811	6.626	1.028
liver	Brazil	11-03	6.849	6.616	1.035
liver	Brazil	11-04	6.886	6.604	1.043
liver	Brazil	11-05	6.924	6.591	1.05
liver	Brazil	11-06	6.959	6.576	1.058
liver	Brazil	11-07	6.991	6.56	1.066
liver	Brazil	11-08	7.021	6.542	1.073
liver	Brazil	11-09	7.048	6.523	1.081
liver	Brazil	11-10	7.076	6.502	1.088
liver	Brazil	11-11	7.104	6.478	1.097
liver	Brazil	11-12	7.131	6.454	1.105
liver	Brazil	11-13	7.157	6.428	1.114
liver	Brazil	11-14	7.182	6.4	1.122
liver	Brazil	11-15	7.204	6.371	1.131
liver	Brazil	11-16	7.225	6.342	1.139
liver	Brazil	11-17	7.242	6.311	1.148
liver	Brazil	11-18	7.257	6.279	1.156
liver	Brazil	11-19	7.271	6.246	1.164
liver	Brazil	11-20	7.283	6.212	1.172
liver	Brazil	11-21	7.294	6.177	1.181
liver	Brazil	11-22	7.304	6.14	1.189
liver	Brazil	11-23	7.312	6.102	1.198
liver	Brazil	11-24	7.318	6.063	1.207
liver	Brazil	11-25	7.323	6.022	1.216
liver	Brazil	11-26	7.326	5.979	1.225
liver	Brazil	11-27	7.327	5.936	1.234
liver	Brazil	11-28	7.326	5.89	1.244
liver	Brazil	11-29	7.324	5.844	1.253
liver	Brazil	11-30	7.32	5.796	1.263
liver	Brazil	12-01	7.314	5.746	1.273
liver	Brazil	12-02	7.307	5.695	1.283
liver	Brazil	12-03	7.298	5.643	1.293
liver	Brazil	12-04	7.288	5.59	1.304
liver	Brazil	12-05	7.276	5.534	1.315
liver	Brazil	12-06	7.264	5.478	1.326
liver	Brazil	12-07	7.25	5.42	1.338
liver	Brazil	12-08	7.235	5.36	1.35
liver	Brazil	12-09	7.218	5.299	1.362
liver	Brazil	12-10	7.2	5.237	1.375
liver	Brazil	12-11	7.18	5.174	1.388
liver	Brazil	12-12	7.159	5.108	1.401
liver	Brazil	12-13	7.136	5.042	1.415
liver	Brazil	12-14	7.112	4.974	1.43
liver	Brazil	12-15	7.087	4.905	1.445
liver	Brazil	12-16	7.06	4.834	1.461
liver	Brazil	12-17	7.032	4.761	1.477
liver	Brazil	12-18	7.002	4.688	1.494
liver	Brazil	12-19	6.972	4.613	1.511
liver	Brazil	12-20	6.939	4.536	1.53
liver	Brazil	12-21	6.906	4.458	1.549
liver	Brazil	12-22	6.871	4.378	1.569
liver	Brazil	12-23	6.834	4.298	1.59
liver	Brazil	12-24	6.796	4.215	1.612
liver	Canada	03-01	0	1.466	1.058
liver	Canada	03-02	0	1.443	1.075
liver	Canada	03-03	0	1.42	1.092
liver	Canada	03-04	0	1.397	1.11
liver	Canada	03-05	0	1.375	1.127
liver	Canada	03-06	0	1.354	1.145
liver	Canada	03-07	0	1.332	1.164
liver	Canada	03-08	0	1.311	1.183
liver	Canada	03-09	0	1.29	1.202
liver	Canada	03-10	0	1.269	1.222
liver	Canada	03-11	0	1.249	1.242
liver	Canada	03-12	0	1.228	1.262
liver	Canada	03-13	0	1.208	1.283
liver	Canada	03-14	0	1.188	1.305
liver	Canada	03-15	0	1.169	1.327
liver	Canada	03-16	0	1.15	1.349
liver	Canada	03-17	0	1.131	1.371
liver	Canada	03-18	0	1.114	1.392
liver	Canada	03-19	0	1.096	1.414
liver	Canada	03-20	0	1.079	1.437
liver	Canada	03-21	0	1.062	1.461
liver	Canada	03-22	0	1.044	1.486
liver	Canada	03-23	0	1.026	1.512
liver	Canada	03-24	0	1.008	1.538
liver	Canada	03-25	0	0.991	1.565
liver	Canada	03-26	0	0.974	1.591
liver	Canada	03-27	0	0.959	1.617
liver	Canada	03-28	0	0.945	1.64
liver	Canada	03-29	0	0.933	1.662
liver	Canada	03-30	0	0.922	1.682
liver	Canada	03-31	0	0.91	1.703
liver	Canada	04-01	0	0.899	1.724
liver	Canada	04-02	0	0.889	1.745
liver	Canada	04-03	0	0.879	1.764
liver	Canada	04-04	0	0.871	1.781
liver	Canada	04-05	0	0.864	1.794
liver	Canada	04-06	0	0.86	1.803
liver	Canada	04-07	0	0.858	1.807
liver	Canada	04-08	0	0.859	1.805
liver	Canada	04-09	0	0.862	1.799
liver	Canada	04-10	0	0.867	1.789
liver	Canada	04-11	0	0.873	1.776
liver	Canada	04-12	0	0.881	1.759
liver	Canada	04-13	0	0.891	1.741
liver	Canada	04-14	0	0.901	1.721
liver	Canada	04-15	0	0.913	1.699
liver	Canada	04-16	0	0.925	1.677
liver	Canada	04-17	0	0.937	1.655
liver	Canada	04-18	0	0.952	1.63
liver	Canada	04-19	0	0.969	1.6
liver	Canada	04-20	0	0.989	1.569
liver	Canada	04-21	0	1.01	1.535
liver	Canada	04-22	0	1.032	1.502
liver	Canada	04-23	0	1.055	1.47
liver	Canada	04-24	0	1.078	1.439
liver	Canada	04-25	0	1.099	1.411
liver	Canada	04-26	0	1.119	1.385
liver	Canada	04-27	0	1.14	1.361
liver	Canada	04-28	0	1.162	1.334
liver	Canada	04-29	0	1.187	1.307
liver	Canada	04-30	0	1.212	1.279
liver	Canada	05-01	0	1.238	1.253
liver	Canada	05-02	0	1.263	1.228
liver	Canada	05-03	0	1.287	1.205
liver	Canada	05-04	0	1.309	1.184
liver	Canada	05-05	0	1.329	1.167
liver	Canada	05-06	0	1.347	1.151
liver	Canada	05-07	0	1.365	1.136
liver	Canada	05-08	0	1.383	1.121
liver	Canada	05-09	0	1.401	1.107
liver	Canada	05-10	0	1.418	1.094
liver	Canada	05-11	0	1.434	1.081
liver	Canada	05-12	0	1.45	1.069
liver	Canada	05-13	0	1.465	1.058
liver	Canada	05-14	0	1.479	1.048
liver	Canada	05-15	0	1.492	1.039
liver	Canada	05-16	0	1.504	1.031
liver	Canada	05-17	0	1.516	1.023
liver	Canada	05-18	0	1.526	1.016
liver	Canada	05-19	0	1.535	1.01
liver	Canada	05-20	0	1.545	1.004
liver	Canada	05-21	0	1.553	0.998
liver	Canada	05-22	0	1.562	0.993
liver	Canada	05-23	0	1.57	0.987
liver	Canada	05-24	0	1.579	0.982
liver	Canada	05-25	0	1.587	0.977
liver	Canada	05-26	0	1.597	0.971
liver	Canada	05-27	0	1.607	0.965
liver	Canada	05-28	0	1.616	0.959
liver	Canada	05-29	0	1.625	0.954
liver	Canada	05-30	0	1.634	0.949
liver	Canada	05-31	0	1.641	0.945
liver	Canada	06-01	0	1.646	0.942
liver	Canada	06-02	0	1.65	0.94
liver	Canada	06-03	0	1.652	0.938
liver	Canada	06-04	0	1.654	0.938
liver	Canada	06-05	0	1.654	0.938
liver	Canada	06-06	0	1.653	0.938
liver	Canada	06-07	0	1.652	0.939
liver	Canada	06-08	0	1.65	0.94
liver	Canada	06-09	0	1.647	0.942
liver	Canada	06-10	0	1.643	0.944
liver	Canada	06-11	0	1.639	0.946
liver	Canada	06-12	0	1.634	0.949
liver	Canada	06-13	0	1.627	0.953
liver	Canada	06-14	0	1.616	0.96
liver	Canada	06-15	0	1.603	0.967
liver	Canada	06-16	0	1.588	0.977
liver	Canada	06-17	0	1.572	0.986
liver	Canada	06-18	0	1.557	0.996
liver	Canada	06-19	0	1.543	1.005
liver	Canada	06-20	0	1.531	1.013
liver	Canada	06-21	0	1.523	1.018
liver	Canada	06-22	0	1.515	1.023
liver	Canada	06-23	0	1.508	1.028
liver	Canada	06-24	0	1.501	1.033
liver	Canada	06-25	0	1.494	1.038
liver	Canada	06-26	0	1.487	1.043
liver	Canada	06-27	0	1.481	1.047
liver	Canada	06-28	0	1.475	1.051
liver	Canada	06-29	0	1.47	1.055
liver	Canada	06-30	0	1.466	1.058
liver	Canada	07-01	0	1.463	1.06
liver	Canada	07-02	0	1.463	1.06
liver	Canada	07-03	0	1.465	1.059
liver	Canada	07-04	0	1.469	1.056
liver	Canada	07-05	0	1.474	1.052
liver	Canada	07-06	0	1.479	1.048
liver	Canada	07-07	0	1.485	1.044
liver	Canada	07-08	0	1.49	1.041
liver	Canada	07-09	0	1.493	1.039
liver	Canada	07-10	0	1.494	1.038
liver	Canada	07-11	0	1.493	1.039
liver	Canada	07-12	0	1.492	1.04
liver	Canada	07-13	0	1.49	1.041
liver	Canada	07-14	0	1.487	1.043
liver	Canada	07-15	0	1.485	1.044
liver	Canada	07-16	0	1.483	1.046
liver	Canada	07-17	0	1.481	1.047
liver	Canada	07-18	0	1.479	1.049
liver	Canada	07-19	0	1.478	1.049
liver	Canada	07-20	0	1.475	1.051
liver	Canada	07-21	0	1.471	1.054
liver	Canada	07-22	0	1.464	1.059
liver	Canada	07-23	0	1.458	1.064
liver	Canada	07-24	0	1.451	1.069
liver	Canada	07-25	0	1.445	1.073
liver	Canada	07-26	0	1.441	1.076
liver	Canada	07-27	0	1.439	1.078
liver	Canada	07-28	0	1.44	1.077
liver	Canada	07-29	0	1.445	1.073
liver	Canada	07-30	0	1.452	1.068
liver	Canada	07-31	0	1.461	1.061
liver	Canada	08-01	0	1.472	1.053
liver	Canada	08-02	0	1.484	1.045
liver	Canada	08-03	0	1.496	1.036
liver	Canada	08-04	0	1.508	1.028
liver	Canada	08-05	0	1.52	1.02
liver	Canada	08-06	0	1.531	1.013
liver	Canada	08-07	0	1.541	1.006
liver	Canada	08-08	0	1.552	0.999
liver	Canada	08-09	0	1.567	0.99
liver	Canada	08-10	0	1.584	0.979
liver	Canada	08-11	0	1.603	0.967
liver	Canada	08-12	0	1.622	0.956
liver	Canada	08-13	0	1.64	0.946
liver	Canada	08-14	0	1.655	0.937
liver	Canada	08-15	0	1.667	0.93
liver	Canada	08-16	0	1.673	0.927
liver	Canada	08-17	0	1.675	0.926
liver	Canada	08-18	0	1.674	0.926
liver	Canada	08-19	0	1.67	0.928
liver	Canada	08-20	0	1.665	0.931
liver	Canada	08-21	0	1.658	0.935
liver	Canada	08-22	0	1.65	0.94
liver	Canada	08-23	0	1.642	0.944
liver	Canada	08-24	0	1.634	0.949
liver	Canada	08-25	0	1.626	0.954
liver	Canada	08-26	0	1.619	0.958
liver	Canada	08-27	0	1.609	0.963
liver	Canada	08-28	0	1.594	0.973
liver	Canada	08-29	0	1.574	0.985
liver	Canada	08-30	0	1.553	0.999
liver	Canada	08-31	0	1.53	1.013
liver	Canada	09-01	0	1.51	1.027
liver	Canada	09-02	0	1.492	1.039
liver	Canada	09-03	0	1.479	1.048
liver	Canada	09-04	0	1.474	1.052
liver	Canada	09-05	0	1.472	1.053
liver	Canada	09-06	0	1.472	1.053
liver	Canada	09-07	0	1.473	1.053
liver	Canada	09-08	0	1.475	1.051
liver	Canada	09-09	0	1.478	1.049
liver	Canada	09-10	0	1.484	1.045
liver	Canada	09-11	0	1.491	1.04
liver	Canada	09-12	0	1.501	1.033
liver	Canada	09-13	0	1.513	1.025
liver	Canada	09-14	0	1.528	1.015
liver	Canada	09-15	0	1.549	1.001
liver	Canada	09-16	0	1.577	0.983
liver	Canada	09-17	0	1.611	0.963
liver	Canada	09-18	0	1.648	0.941
liver	Canada	09-19	0	1.687	0.919
liver	Canada	09-20	0	1.726	0.898
liver	Canada	09-21	0	1.763	0.88
liver	Canada	09-22	0	1.796	0.863
liver	Canada	09-23	0	1.823	0.85
liver	Canada	09-24	0	1.85	0.838
liver	Canada	09-25	0	1.882	0.824
liver	Canada	09-26	0	1.917	0.809
liver	Canada	09-27	0	1.953	0.794
liver	Canada	09-28	0	1.988	0.78
liver	Canada	09-29	0	2.022	0.767
liver	Canada	09-30	0	2.051	0.756
liver	Canada	10-01	0	2.075	0.747
liver	Canada	10-02	0	2.092	0.741
liver	Canada	10-03	0	2.103	0.737
liver	Canada	10-04	0	2.11	0.735
liver	Canada	10-05	0	2.115	0.733
liver	Canada	10-06	0	2.118	0.732
liver	Canada	10-07	0	2.118	0.732
liver	Canada	10-08	0	2.116	0.733
liver	Canada	10-09	0	2.112	0.734
liver	Canada	10-10	0	2.107	0.736
liver	Canada	10-11	0	2.101	0.738
liver	Canada	10-12	0	2.091	0.742
liver	Canada	10-13	0	2.074	0.748
liver	Canada	10-14	0	2.052	0.756
liver	Canada	10-15	0	2.027	0.765
liver	Canada	10-16	0	1.999	0.776
liver	Canada	10-17	0	1.97	0.787
liver	Canada	10-18	0	1.942	0.798
liver	Canada	10-19	0	1.916	0.809
liver	Canada	10-20	0	1.893	0.819
liver	Canada	10-21	0	1.875	0.827
liver	Canada	10-22	0	1.858	0.834
liver	Canada	10-23	0	1.839	0.843
liver	Canada	10-24	0	1.818	0.853
liver	Canada	10-25	0	1.797	0.863
liver	Canada	10-26	0	1.776	0.873
liver	Canada	10-27	0	1.756	0.883
liver	Canada	10-28	0	1.738	0.892
liver	Canada	10-29	0	1.724	0.899
liver	Canada	10-30	0	1.714	0.905
liver	Canada	10-31	0	1.707	0.908
liver	Canada	11-01	0	1.702	0.911
liver	Canada	11-02	0	1.699	0.913
liver	Canada	11-03	0	1.697	0.914
liver	Canada	11-04	0	1.697	0.914
liver	Canada	11-05	0	1.697	0.913
liver	Canada	11-06	0	1.699	0.912
liver	Canada	11-07	0	1.702	0.911
liver	Canada	11-08	0	1.706	0.909
liver	Canada	11-09	0	1.712	0.906
liver	Canada	11-10	0	1.721	0.901
liver	Canada	11-11	0	1.733	0.895
liver	Canada	11-12	0	1.747	0.888
liver	Canada	11-13	0	1.762	0.88
liver	Canada	11-14	0	1.777	0.872
liver	Canada	11-15	0	1.792	0.865
liver	Canada	11-16	0	1.806	0.858
liver	Canada	11-17	0	1.818	0.853
liver	Canada	11-18	0	1.831	0.847
liver	Canada	11-19	0	1.846	0.84
liver	Canada	11-20	0	1.864	0.832
liver	Canada	11-21	0	1.882	0.824
liver	Canada	11-22	0	1.902	0.815
liver	Canada	11-23	0	1.92	0.807
liver	Canada	11-24	0	1.938	0.8
liver	Canada	11-25	0	1.953	0.794
liver	Canada	11-26	0	1.966	0.789
liver	Canada	11-27	0	1.976	0.785
liver	Canada	11-28	0	1.983	0.782
liver	Canada	11-29	0	1.99	0.779
liver	Canada	11-30	0	1.996	0.777
liver	Canada	12-01	0	2.002	0.774
liver	Canada	12-02	0	2.007	0.773
liver	Canada	12-03	0	2.01	0.771
liver	Canada	12-04	0	2.012	0.771
liver	Canada	12-05	0	2.012	0.771
liver	Canada	12-06	0	2.009	0.772
liver	Canada	12-07	0	2.004	0.774
liver	Canada	12-08	0	1.999	0.776
liver	Canada	12-09	0	1.992	0.778
liver	Canada	12-10	0	1.984	0.782
liver	Canada	12-11	0	1.974	0.785
liver	Canada	12-12	0	1.964	0.79
liver	Canada	12-13	0	1.951	0.795
liver	Canada	12-14	0	1.938	0.8
liver	Canada	12-15	0	1.922	0.807
liver	Canada	12-16	0	1.905	0.814
liver	Canada	12-17	0	1.886	0.822
liver	Canada	12-18	0	1.866	0.831
liver	Canada	12-19	0	1.844	0.841
liver	Canada	12-20	0	1.821	0.852
liver	Canada	12-21	0	1.796	0.863
liver	Canada	12-22	0	1.77	0.876
liver	Canada	12-23	0	1.742	0.89
liver	Canada	12-24	0	1.713	0.905
liver	Chile	03-01	0.375	0.308	1.218
liver	Chile	03-02	0.382	0.265	1.442
liver	Chile	03-03	0.386	0.226	1.712
liver	Chile	03-04	0.387	0.19	2.037
liver	Chile	03-05	0.386	0.159	2.434
liver	Chile	03-06	0.383	0.131	2.929
liver	Chile	03-07	0.377	0.107	3.516
liver	Chile	03-08	0.369	0.088	4.191
liver	Chile	03-09	0.359	0.071	5.057
liver	Chile	03-10	0.351	0.057	6.124
liver	Chile	03-11	0.341	0.046	7.455
liver	Chile	03-12	0.324	0.034	9.449
liver	Chile	03-13	0.303	0.024	12.408
liver	Chile	03-14	0.282	0.016	17.548
liver	Chile	03-15	0.251	0.009	27.989
liver	Chile	03-16	0.223	0.003	66.337
liver	Chile	03-17	0.21	0	1769980.49
liver	Chile	03-18	0.201	-0.001	-134.014
liver	Chile	03-19	0.203	-0.002	-93.512
liver	Chile	03-20	0.228	-0.003	-87.303
liver	Chile	03-21	0.259	-0.002	-145.295
liver	Chile	03-22	0.291	0.001	485.198
liver	Chile	03-23	0.329	0.004	78.045
liver	Chile	03-24	0.357	0.01	37.447
liver	Chile	03-25	0.372	0.018	20.383
liver	Chile	03-26	0.382	0.028	13.657
liver	Chile	03-27	0.384	0.036	10.598
liver	Chile	03-28	0.38	0.045	8.457
liver	Chile	03-29	0.372	0.054	6.833
liver	Chile	03-30	0.361	0.061	5.955
liver	Chile	03-31	0.346	0.069	5.01
liver	Chile	04-01	0.326	0.085	3.849
liver	Chile	04-02	0.301	0.103	2.907
liver	Chile	04-03	0.276	0.128	2.163
liver	Chile	04-04	0.25	0.165	1.517
liver	Chile	04-05	0.224	0.204	1.097
liver	Chile	04-06	0.204	0.243	0.84
liver	Chile	04-07	0.187	0.285	0.654
liver	Chile	04-08	0.172	0.319	0.539
liver	Chile	04-09	0.161	0.342	0.47
liver	Chile	04-10	0.152	0.359	0.424
liver	Chile	04-11	0.146	0.367	0.398
liver	Chile	04-12	0.143	0.368	0.388
liver	Chile	04-13	0.145	0.368	0.394
liver	Chile	04-14	0.154	0.364	0.423
liver	Chile	04-15	0.167	0.358	0.465
liver	Chile	04-16	0.184	0.351	0.523
liver	Chile	04-17	0.206	0.342	0.602
liver	Chile	04-18	0.225	0.331	0.68
liver	Chile	04-19	0.24	0.317	0.758
liver	Chile	04-20	0.254	0.301	0.842
liver	Chile	04-21	0.265	0.285	0.929
liver	Chile	04-22	0.273	0.267	1.025
liver	Chile	04-23	0.283	0.252	1.123
liver	Chile	04-24	0.297	0.241	1.233
liver	Chile	04-25	0.31	0.232	1.336
liver	Chile	04-26	0.322	0.231	1.398
liver	Chile	04-27	0.335	0.234	1.432
liver	Chile	04-28	0.341	0.234	1.454
liver	Chile	04-29	0.338	0.237	1.43
liver	Chile	04-30	0.332	0.236	1.403
liver	Chile	05-01	0.319	0.225	1.417
liver	Chile	05-02	0.302	0.21	1.44
liver	Chile	05-03	0.287	0.191	1.5
liver	Chile	05-04	0.274	0.165	1.659
liver	Chile	05-05	0.263	0.138	1.902
liver	Chile	05-06	0.257	0.117	2.19
liver	Chile	05-07	0.254	0.097	2.616
liver	Chile	05-08	0.253	0.08	3.156
liver	Chile	05-09	0.255	0.07	3.633
liver	Chile	05-10	0.26	0.062	4.17
liver	Chile	05-11	0.266	0.053	5.06
liver	Chile	05-12	0.275	0.044	6.261
liver	Chile	05-13	0.286	0.037	7.768
liver	Chile	05-14	0.299	0.03	9.999
liver	Chile	05-15	0.315	0.026	12.166
liver	Chile	05-16	0.333	0.027	12.505
liver	Chile	05-17	0.354	0.03	11.701
liver	Chile	05-18	0.377	0.037	10.079
liver	Chile	05-19	0.403	0.049	8.29
liver	Chile	05-20	0.432	0.064	6.797
liver	Croatia	03-01	0.021	0.457	0.047
liver	Croatia	03-02	0.036	0.439	0.083
liver	Croatia	03-03	0.051	0.422	0.121
liver	Croatia	03-04	0.065	0.405	0.161
liver	Croatia	03-05	0.079	0.389	0.204
liver	Croatia	03-06	0.093	0.372	0.249
liver	Croatia	03-07	0.106	0.356	0.297
liver	Croatia	03-08	0.119	0.341	0.348
liver	Croatia	03-09	0.131	0.326	0.402
liver	Croatia	03-10	0.143	0.31	0.461
liver	Croatia	03-11	0.155	0.296	0.523
liver	Croatia	03-12	0.166	0.281	0.591
liver	Croatia	03-13	0.177	0.267	0.663
liver	Croatia	03-14	0.187	0.253	0.742
liver	Croatia	03-15	0.198	0.239	0.827
liver	Croatia	03-16	0.207	0.226	0.919
liver	Croatia	03-17	0.217	0.213	1.019
liver	Croatia	03-18	0.226	0.201	1.127
liver	Croatia	03-19	0.235	0.189	1.244
liver	Croatia	03-20	0.243	0.177	1.373
liver	Croatia	03-21	0.251	0.165	1.518
liver	Croatia	03-22	0.259	0.154	1.683
liver	Croatia	03-23	0.266	0.142	1.871
liver	Croatia	03-24	0.273	0.131	2.083
liver	Croatia	03-25	0.279	0.12	2.324
liver	Croatia	03-26	0.286	0.11	2.595
liver	Croatia	03-27	0.291	0.101	2.898
liver	Croatia	03-28	0.297	0.092	3.231
liver	Croatia	03-29	0.302	0.084	3.588
liver	Croatia	03-30	0.307	0.077	3.981
liver	Croatia	03-31	0.311	0.07	4.435
liver	Croatia	04-01	0.315	0.064	4.954
liver	Croatia	04-02	0.318	0.057	5.539
liver	Croatia	04-03	0.322	0.052	6.181
liver	Croatia	04-04	0.324	0.047	6.854
liver	Croatia	04-05	0.327	0.044	7.51
liver	Croatia	04-06	0.329	0.041	8.075
liver	Croatia	04-07	0.331	0.039	8.454
liver	Croatia	04-08	0.333	0.039	8.516
liver	Croatia	04-09	0.334	0.041	8.231
liver	Croatia	04-10	0.335	0.043	7.71
liver	Croatia	04-11	0.335	0.047	7.076
liver	Croatia	04-12	0.335	0.052	6.426
liver	Croatia	04-13	0.335	0.058	5.817
liver	Croatia	04-14	0.335	0.063	5.277
liver	Croatia	04-15	0.334	0.069	4.816
liver	Croatia	04-16	0.333	0.075	4.431
liver	Croatia	04-17	0.332	0.081	4.118
liver	Croatia	04-18	0.331	0.087	3.818
liver	Croatia	04-19	0.329	0.094	3.502
liver	Croatia	04-20	0.327	0.102	3.195
liver	Croatia	04-21	0.324	0.111	2.912
liver	Croatia	04-22	0.321	0.121	2.661
liver	Croatia	04-23	0.317	0.13	2.443
liver	Croatia	04-24	0.314	0.139	2.258
liver	Croatia	04-25	0.311	0.148	2.104
liver	Croatia	04-26	0.308	0.156	1.979
liver	Croatia	04-27	0.305	0.164	1.866
liver	Croatia	04-28	0.301	0.172	1.752
liver	Croatia	04-29	0.297	0.181	1.642
liver	Croatia	04-30	0.292	0.19	1.539
liver	Croatia	05-01	0.287	0.198	1.444
liver	Croatia	05-02	0.282	0.207	1.359
liver	Croatia	05-03	0.277	0.216	1.286
liver	Croatia	05-04	0.274	0.224	1.224
liver	Croatia	05-05	0.272	0.231	1.175
liver	Croatia	05-06	0.27	0.238	1.131
liver	Croatia	05-07	0.267	0.246	1.088
liver	Croatia	05-08	0.265	0.253	1.046
liver	Croatia	05-09	0.262	0.261	1.007
liver	Croatia	05-10	0.26	0.268	0.972
liver	Croatia	05-11	0.259	0.275	0.941
liver	Croatia	05-12	0.258	0.282	0.915
liver	Croatia	05-13	0.258	0.288	0.895
liver	Croatia	05-14	0.259	0.293	0.882
liver	Croatia	05-15	0.261	0.299	0.874
liver	Croatia	05-16	0.264	0.304	0.87
liver	Croatia	05-17	0.268	0.309	0.87
liver	Croatia	05-18	0.273	0.313	0.872
liver	Croatia	05-19	0.278	0.317	0.876
liver	Croatia	05-20	0.284	0.321	0.883
liver	Croatia	05-21	0.289	0.325	0.891
liver	Croatia	05-22	0.296	0.328	0.9
liver	Croatia	05-23	0.302	0.332	0.911
liver	Croatia	05-24	0.308	0.334	0.922
liver	Croatia	05-25	0.315	0.337	0.936
liver	Croatia	05-26	0.324	0.339	0.956
liver	Croatia	05-27	0.333	0.34	0.979
liver	Croatia	05-28	0.343	0.341	1.005
liver	Croatia	05-29	0.354	0.342	1.033
liver	Croatia	05-30	0.364	0.343	1.062
liver	Croatia	05-31	0.374	0.343	1.089
liver	Croatia	06-01	0.384	0.344	1.115
liver	Croatia	06-02	0.393	0.345	1.137
liver	Croatia	06-03	0.401	0.346	1.161
liver	Croatia	06-04	0.411	0.346	1.189
liver	Croatia	06-05	0.421	0.345	1.222
liver	Croatia	06-06	0.432	0.344	1.256
liver	Croatia	06-07	0.442	0.342	1.292
liver	Croatia	06-08	0.453	0.341	1.327
liver	Croatia	06-09	0.463	0.34	1.36
liver	Croatia	06-10	0.472	0.34	1.389
liver	Croatia	06-11	0.48	0.34	1.413
liver	Croatia	06-12	0.487	0.341	1.43
liver	Croatia	06-13	0.493	0.342	1.443
liver	Croatia	06-14	0.5	0.343	1.457
liver	Croatia	06-15	0.506	0.344	1.47
liver	Croatia	06-16	0.512	0.346	1.482
liver	Croatia	06-17	0.518	0.347	1.492
liver	Croatia	06-18	0.523	0.349	1.499
liver	Croatia	06-19	0.528	0.351	1.502
liver	Croatia	06-20	0.531	0.354	1.502
liver	Croatia	06-21	0.533	0.357	1.495
liver	Croatia	06-22	0.534	0.36	1.483
liver	Croatia	06-23	0.534	0.365	1.465
liver	Croatia	06-24	0.533	0.37	1.442
liver	Croatia	06-25	0.532	0.376	1.415
liver	Croatia	06-26	0.529	0.382	1.387
liver	Croatia	06-27	0.526	0.388	1.358
liver	Croatia	06-28	0.523	0.394	1.329
liver	Croatia	06-29	0.52	0.4	1.301
liver	Croatia	06-30	0.516	0.405	1.274
liver	Croatia	07-01	0.512	0.409	1.251
liver	Croatia	07-02	0.508	0.414	1.226
liver	Croatia	07-03	0.502	0.419	1.197
liver	Croatia	07-04	0.495	0.425	1.165
liver	Croatia	07-05	0.488	0.431	1.132
liver	Croatia	07-06	0.48	0.437	1.099
liver	Croatia	07-07	0.472	0.442	1.067
liver	Croatia	07-08	0.464	0.447	1.037
