organ	country	month_day	avg_2019	avg_2020	ratio
kidney	Finland	05-05	0.562	0.536	1.047
kidney	Finland	05-06	0.549	0.532	1.033
kidney	Finland	05-07	0.538	0.53	1.015
kidney	Finland	05-08	0.527	0.53	0.995
kidney	Finland	05-09	0.518	0.531	0.975
kidney	Finland	05-10	0.51	0.534	0.956
kidney	Finland	05-11	0.504	0.537	0.94
kidney	Finland	05-12	0.5	0.54	0.927
kidney	Finland	05-13	0.498	0.542	0.919
kidney	Finland	05-14	0.499	0.544	0.917
kidney	Finland	05-15	0.502	0.546	0.919
kidney	Finland	05-16	0.508	0.551	0.922
kidney	Finland	05-17	0.517	0.558	0.925
kidney	Finland	05-18	0.528	0.567	0.931
kidney	Finland	05-19	0.54	0.576	0.938
kidney	Finland	05-20	0.554	0.585	0.947
kidney	Finland	05-21	0.57	0.594	0.96
kidney	Finland	05-22	0.586	0.601	0.976
kidney	Finland	05-23	0.603	0.606	0.996
kidney	Finland	05-24	0.621	0.608	1.02
kidney	Finland	05-25	0.641	0.608	1.054
kidney	Finland	05-26	0.667	0.606	1.1
kidney	Finland	05-27	0.696	0.602	1.155
kidney	Finland	05-28	0.728	0.598	1.217
kidney	Finland	05-29	0.76	0.593	1.283
kidney	Finland	05-30	0.793	0.588	1.35
kidney	Finland	05-31	0.824	0.583	1.413
kidney	Finland	06-01	0.852	0.58	1.47
kidney	Finland	06-02	0.876	0.578	1.517
kidney	Finland	06-03	0.9	0.576	1.563
kidney	Finland	06-04	0.927	0.572	1.619
kidney	Finland	06-05	0.956	0.568	1.682
kidney	Finland	06-06	0.986	0.564	1.749
kidney	Finland	06-07	1.016	0.559	1.817
kidney	Finland	06-08	1.045	0.555	1.883
kidney	Finland	06-09	1.071	0.551	1.943
kidney	Finland	06-10	1.094	0.549	1.993
kidney	Finland	06-11	1.113	0.548	2.029
kidney	Finland	06-12	1.125	0.55	2.047
kidney	Finland	06-13	1.132	0.554	2.046
kidney	Finland	06-14	1.136	0.56	2.03
kidney	Finland	06-15	1.137	0.567	2.004
kidney	Finland	06-16	1.135	0.576	1.969
kidney	Finland	06-17	1.131	0.586	1.93
kidney	Finland	06-18	1.126	0.596	1.89
kidney	Finland	06-19	1.119	0.605	1.85
kidney	Finland	06-20	1.112	0.613	1.814
kidney	Finland	06-21	1.105	0.62	1.783
kidney	Finland	06-22	1.095	0.627	1.748
kidney	Finland	06-23	1.08	0.635	1.701
kidney	Finland	06-24	1.061	0.645	1.645
kidney	Finland	06-25	1.038	0.655	1.584
kidney	Finland	06-26	1.014	0.666	1.522
kidney	Finland	06-27	0.989	0.676	1.463
kidney	Finland	06-28	0.965	0.686	1.407
kidney	Finland	06-29	0.942	0.693	1.359
kidney	Finland	06-30	0.923	0.699	1.32
kidney	Finland	07-01	0.908	0.703	1.292
kidney	Finland	07-02	0.894	0.704	1.271
kidney	Finland	07-03	0.881	0.704	1.251
kidney	Finland	07-04	0.868	0.704	1.233
kidney	Finland	07-05	0.855	0.702	1.217
kidney	Finland	07-06	0.842	0.7	1.203
kidney	Finland	07-07	0.83	0.697	1.191
kidney	Finland	07-08	0.818	0.693	1.181
kidney	Finland	07-09	0.808	0.688	1.173
kidney	Finland	07-10	0.798	0.683	1.168
kidney	Finland	07-11	0.791	0.676	1.17
kidney	Finland	07-12	0.786	0.666	1.18
kidney	Finland	07-13	0.782	0.654	1.196
kidney	Finland	07-14	0.78	0.641	1.218
kidney	Finland	07-15	0.778	0.627	1.243
kidney	Finland	07-16	0.777	0.612	1.269
kidney	Finland	07-17	0.775	0.599	1.293
kidney	Finland	07-18	0.771	0.587	1.314
kidney	Finland	07-19	0.766	0.576	1.329
kidney	Finland	07-20	0.759	0.565	1.343
kidney	Finland	07-21	0.753	0.551	1.367
kidney	Finland	07-22	0.746	0.534	1.398
kidney	Finland	07-23	0.739	0.516	1.433
kidney	Finland	07-24	0.732	0.498	1.47
kidney	Finland	07-25	0.725	0.482	1.505
kidney	Finland	07-26	0.718	0.468	1.534
kidney	Finland	07-27	0.711	0.458	1.552
kidney	Finland	07-28	0.704	0.453	1.553
kidney	Finland	07-29	0.695	0.451	1.543
kidney	Finland	07-30	0.686	0.449	1.528
kidney	Finland	07-31	0.676	0.448	1.509
kidney	Finland	08-01	0.665	0.448	1.485
kidney	Finland	08-02	0.655	0.45	1.456
kidney	Finland	08-03	0.644	0.453	1.422
kidney	Finland	08-04	0.634	0.458	1.383
kidney	Finland	08-05	0.624	0.466	1.339
kidney	Finland	08-06	0.616	0.477	1.292
kidney	Finland	08-07	0.609	0.491	1.241
kidney	Finland	08-08	0.603	0.511	1.182
kidney	Finland	08-09	0.598	0.538	1.111
kidney	Finland	08-10	0.592	0.57	1.038
kidney	Finland	08-11	0.587	0.606	0.968
kidney	Finland	08-12	0.582	0.644	0.903
kidney	Finland	08-13	0.578	0.682	0.847
kidney	Finland	08-14	0.574	0.718	0.799
kidney	Finland	08-15	0.571	0.751	0.761
kidney	Finland	08-16	0.569	0.778	0.732
kidney	Finland	08-17	0.568	0.805	0.706
kidney	Finland	08-18	0.568	0.838	0.678
kidney	Finland	08-19	0.569	0.875	0.65
kidney	Finland	08-20	0.57	0.915	0.623
kidney	Finland	08-21	0.572	0.954	0.599
kidney	Finland	08-22	0.574	0.992	0.579
kidney	Finland	08-23	0.577	1.027	0.562
kidney	Finland	08-24	0.58	1.055	0.549
kidney	Finland	08-25	0.583	1.077	0.541
kidney	Finland	08-26	0.586	1.089	0.538
kidney	Finland	08-27	0.588	1.094	0.538
kidney	Finland	08-28	0.591	1.095	0.54
kidney	Finland	08-29	0.594	1.091	0.544
kidney	Finland	08-30	0.597	1.085	0.55
kidney	Finland	08-31	0.6	1.075	0.558
kidney	Finland	09-01	0.604	1.063	0.569
kidney	Finland	09-02	0.609	1.048	0.581
kidney	Finland	09-03	0.615	1.031	0.596
kidney	Finland	09-04	0.621	1.013	0.613
kidney	Finland	09-05	0.628	0.988	0.636
kidney	Finland	09-06	0.635	0.953	0.666
kidney	Finland	09-07	0.642	0.912	0.705
kidney	Finland	09-08	0.65	0.864	0.752
kidney	Finland	09-09	0.658	0.814	0.808
kidney	Finland	09-10	0.667	0.763	0.875
kidney	Finland	09-11	0.677	0.712	0.95
kidney	Finland	09-12	0.687	0.665	1.034
kidney	Finland	09-13	0.699	0.623	1.123
kidney	Finland	09-14	0.712	0.588	1.212
kidney	Finland	09-15	0.727	0.554	1.312
kidney	Finland	09-16	0.745	0.517	1.44
kidney	Finland	09-17	0.764	0.478	1.598
kidney	Finland	09-18	0.785	0.438	1.79
kidney	Finland	09-19	0.806	0.399	2.02
kidney	Finland	09-20	0.828	0.362	2.288
kidney	Finland	09-21	0.849	0.328	2.586
kidney	Finland	09-22	0.869	0.299	2.901
kidney	Finland	09-23	0.887	0.277	3.199
kidney	Finland	09-24	0.908	0.261	3.475
kidney	Finland	09-25	0.931	0.249	3.746
kidney	Finland	09-26	0.958	0.239	4.001
kidney	Finland	09-27	0.986	0.233	4.232
kidney	Finland	09-28	1.013	0.229	4.431
kidney	Finland	09-29	1.04	0.226	4.597
kidney	Finland	09-30	1.064	0.225	4.728
kidney	Finland	10-01	1.084	0.224	4.829
kidney	Finland	10-02	1.099	0.224	4.903
kidney	Finland	10-03	1.111	0.227	4.9
kidney	Finland	10-04	1.123	0.234	4.791
kidney	Finland	10-05	1.136	0.246	4.611
kidney	Finland	10-06	1.147	0.261	4.397
kidney	Finland	10-07	1.157	0.277	4.176
kidney	Finland	10-08	1.165	0.294	3.968
kidney	Finland	10-09	1.17	0.309	3.783
kidney	Finland	10-10	1.173	0.323	3.629
kidney	Finland	10-11	1.171	0.334	3.51
kidney	Finland	10-12	1.166	0.343	3.395
kidney	Finland	10-13	1.156	0.355	3.256
kidney	Finland	10-14	1.142	0.368	3.105
kidney	Finland	10-15	1.125	0.381	2.95
kidney	Finland	10-16	1.107	0.396	2.798
kidney	Finland	10-17	1.087	0.409	2.654
kidney	Finland	10-18	1.066	0.423	2.521
kidney	Finland	10-19	1.044	0.435	2.403
kidney	Finland	10-20	1.024	0.445	2.302
kidney	Finland	10-21	1.004	0.453	2.219
kidney	Finland	10-22	0.983	0.458	2.145
kidney	Finland	10-23	0.958	0.462	2.072
kidney	Finland	10-24	0.93	0.465	1.998
kidney	Finland	10-25	0.899	0.467	1.925
kidney	Finland	10-26	0.867	0.468	1.852
kidney	Finland	10-27	0.836	0.469	1.781
kidney	Finland	10-28	0.807	0.471	1.713
kidney	Finland	10-29	0.779	0.473	1.648
kidney	Finland	10-30	0.756	0.476	1.588
kidney	Finland	10-31	0.734	0.479	1.535
kidney	Finland	11-01	0.711	0.478	1.487
kidney	Finland	11-02	0.687	0.476	1.444
kidney	Finland	11-03	0.663	0.473	1.403
kidney	Finland	11-04	0.64	0.47	1.362
kidney	Finland	11-05	0.617	0.468	1.32
kidney	Finland	11-06	0.597	0.467	1.277
kidney	Finland	11-07	0.579	0.47	1.232
kidney	Finland	11-08	0.563	0.476	1.184
kidney	Finland	11-09	0.551	0.485	1.137
kidney	Finland	11-10	0.541	0.496	1.091
kidney	Finland	11-11	0.532	0.508	1.047
kidney	Finland	11-12	0.525	0.522	1.006
kidney	Finland	11-13	0.518	0.536	0.967
kidney	Finland	11-14	0.513	0.551	0.931
kidney	Finland	11-15	0.508	0.566	0.898
kidney	Finland	11-16	0.504	0.582	0.866
kidney	Finland	11-17	0.5	0.598	0.837
kidney	Finland	11-18	0.498	0.616	0.809
kidney	Finland	11-19	0.5	0.639	0.782
kidney	Finland	11-20	0.504	0.666	0.757
kidney	Finland	11-21	0.51	0.695	0.733
kidney	Finland	11-22	0.517	0.725	0.713
kidney	Finland	11-23	0.524	0.754	0.695
kidney	Finland	11-24	0.53	0.781	0.678
kidney	Finland	11-25	0.535	0.806	0.664
kidney	Finland	11-26	0.538	0.826	0.652
kidney	Finland	11-27	0.538	0.84	0.64
kidney	Finland	11-28	0.536	0.85	0.63
kidney	Finland	11-29	0.535	0.861	0.621
kidney	Finland	11-30	0.534	0.871	0.613
kidney	Finland	12-01	0.532	0.88	0.605
kidney	Finland	12-02	0.531	0.887	0.598
kidney	Finland	12-03	0.528	0.891	0.592
kidney	Finland	12-04	0.524	0.893	0.586
kidney	Finland	12-05	0.518	0.892	0.581
kidney	Finland	12-06	0.51	0.887	0.575
kidney	Finland	12-07	0.501	0.879	0.57
kidney	Finland	12-08	0.491	0.869	0.565
kidney	Finland	12-09	0.481	0.857	0.561
kidney	Finland	12-10	0.469	0.844	0.556
kidney	Finland	12-11	0.457	0.828	0.552
kidney	Finland	12-12	0.444	0.81	0.549
kidney	Finland	12-13	0.43	0.79	0.545
kidney	Finland	12-14	0.415	0.767	0.541
kidney	Finland	12-15	0.399	0.741	0.538
kidney	Finland	12-16	0.381	0.713	0.534
kidney	Finland	12-17	0.362	0.682	0.531
kidney	Finland	12-18	0.342	0.649	0.528
kidney	Finland	12-19	0.321	0.613	0.524
kidney	Finland	12-20	0.299	0.574	0.521
kidney	Finland	12-21	0.276	0.534	0.517
kidney	Finland	12-22	0.252	0.49	0.513
kidney	Finland	12-23	0.226	0.445	0.509
kidney	Finland	12-24	0.2	0.398	0.504
kidney	France	03-01	8.851	6.56	1.349
kidney	France	03-02	8.859	6.346	1.396
kidney	France	03-03	8.866	6.134	1.445
kidney	France	03-04	8.874	5.925	1.498
kidney	France	03-05	8.881	5.719	1.553
kidney	France	03-06	8.887	5.515	1.612
kidney	France	03-07	8.894	5.313	1.674
kidney	France	03-08	8.9	5.114	1.74
kidney	France	03-09	8.905	4.917	1.811
kidney	France	03-10	8.911	4.722	1.887
kidney	France	03-11	8.916	4.528	1.969
kidney	France	03-12	8.921	4.337	2.057
kidney	France	03-13	8.925	4.148	2.152
kidney	France	03-14	8.929	3.961	2.254
kidney	France	03-15	8.933	3.777	2.365
kidney	France	03-16	8.937	3.597	2.485
kidney	France	03-17	8.94	3.419	2.615
kidney	France	03-18	8.943	3.245	2.756
kidney	France	03-19	8.945	3.075	2.909
kidney	France	03-20	8.948	2.906	3.079
kidney	France	03-21	8.95	2.735	3.273
kidney	France	03-22	8.951	2.563	3.493
kidney	France	03-23	8.953	2.392	3.743
kidney	France	03-24	8.954	2.223	4.028
kidney	France	03-25	8.955	2.058	4.352
kidney	France	03-26	8.955	1.897	4.721
kidney	France	03-27	8.955	1.742	5.14
kidney	France	03-28	8.955	1.595	5.614
kidney	France	03-29	8.954	1.457	6.148
kidney	France	03-30	8.954	1.32	6.781
kidney	France	03-31	8.953	1.182	7.576
kidney	France	04-01	8.952	1.043	8.581
kidney	France	04-02	8.952	0.908	9.862
kidney	France	04-03	8.95	0.778	11.507
kidney	France	04-04	8.948	0.656	13.634
kidney	France	04-05	8.946	0.546	16.382
kidney	France	04-06	8.943	0.45	19.884
kidney	France	04-07	8.939	0.37	24.151
kidney	France	04-08	8.934	0.301	29.644
kidney	France	04-09	8.927	0.237	37.706
kidney	France	04-10	8.919	0.178	50.189
kidney	France	04-11	8.911	0.126	70.915
kidney	France	04-12	8.902	0.082	108.568
kidney	France	04-13	8.893	0.048	184.722
kidney	France	04-14	8.883	0.026	348.239
kidney	France	04-15	8.874	0.016	572.026
kidney	France	04-16	8.866	0.02	453.078
kidney	France	04-17	8.858	0.039	226.628
kidney	France	04-18	8.848	0.077	114.808
kidney	France	04-19	8.837	0.134	66.062
kidney	France	04-20	8.823	0.206	42.745
kidney	France	04-21	8.808	0.292	30.138
kidney	France	04-22	8.794	0.389	22.63
kidney	France	04-23	8.78	0.493	17.823
kidney	France	04-24	8.768	0.602	14.574
kidney	France	04-25	8.759	0.713	12.287
kidney	France	04-26	8.754	0.824	10.628
kidney	France	04-27	8.749	0.944	9.27
kidney	France	04-28	8.745	1.083	8.075
kidney	France	04-29	8.74	1.237	7.066
kidney	France	04-30	8.736	1.402	6.23
kidney	France	05-01	8.733	1.575	5.545
kidney	France	05-02	8.732	1.751	4.986
kidney	France	05-03	8.732	1.928	4.53
kidney	France	05-04	8.735	2.1	4.16
kidney	France	05-05	8.74	2.264	3.86
kidney	France	05-06	8.748	2.43	3.6
kidney	France	05-07	8.758	2.609	3.357
kidney	France	05-08	8.769	2.796	3.137
kidney	France	05-09	8.782	2.989	2.938
kidney	France	05-10	8.797	3.185	2.762
kidney	France	05-11	8.813	3.38	2.607
kidney	France	05-12	8.83	3.572	2.472
kidney	France	05-13	8.849	3.757	2.355
kidney	France	05-14	8.869	3.933	2.255
kidney	France	05-15	8.891	4.106	2.165
kidney	France	05-16	8.916	4.285	2.081
kidney	France	05-17	8.944	4.468	2.002
kidney	France	05-18	8.974	4.652	1.929
kidney	France	05-19	9.005	4.835	1.862
kidney	France	05-20	9.037	5.017	1.801
kidney	France	05-21	9.07	5.194	1.746
kidney	France	05-22	9.103	5.365	1.697
kidney	France	05-23	9.137	5.529	1.653
kidney	France	05-24	9.169	5.682	1.614
kidney	France	05-25	9.205	5.83	1.579
kidney	France	05-26	9.245	5.979	1.546
kidney	France	05-27	9.29	6.127	1.516
kidney	France	05-28	9.336	6.272	1.489
kidney	France	05-29	9.384	6.414	1.463
kidney	France	05-30	9.43	6.551	1.44
kidney	France	05-31	9.473	6.681	1.418
kidney	France	06-01	9.512	6.804	1.398
kidney	France	06-02	9.546	6.918	1.38
kidney	France	06-03	9.577	7.024	1.364
kidney	France	06-04	9.612	7.124	1.349
kidney	France	06-05	9.648	7.219	1.336
kidney	France	06-06	9.684	7.308	1.325
kidney	France	06-07	9.719	7.391	1.315
kidney	France	06-08	9.753	7.47	1.306
kidney	France	06-09	9.783	7.543	1.297
kidney	France	06-10	9.808	7.612	1.289
kidney	France	06-11	9.828	7.675	1.28
kidney	France	06-12	9.841	7.734	1.272
kidney	France	06-13	9.848	7.787	1.265
kidney	France	06-14	9.851	7.832	1.258
kidney	France	06-15	9.851	7.872	1.251
kidney	France	06-16	9.848	7.905	1.246
kidney	France	06-17	9.842	7.934	1.24
kidney	France	06-18	9.833	7.959	1.235
kidney	France	06-19	9.821	7.98	1.231
kidney	France	06-20	9.807	7.999	1.226
kidney	France	06-21	9.791	8.015	1.221
kidney	France	06-22	9.771	8.026	1.217
kidney	France	06-23	9.746	8.026	1.214
kidney	France	06-24	9.718	8.017	1.212
kidney	France	06-25	9.686	8.003	1.21
kidney	France	06-26	9.65	7.983	1.209
kidney	France	06-27	9.613	7.962	1.207
kidney	France	06-28	9.573	7.939	1.206
kidney	France	06-29	9.533	7.918	1.204
kidney	France	06-30	9.491	7.9	1.201
kidney	France	07-01	9.45	7.888	1.198
kidney	France	07-02	9.405	7.875	1.194
kidney	France	07-03	9.356	7.856	1.191
kidney	France	07-04	9.304	7.833	1.188
kidney	France	07-05	9.248	7.807	1.185
kidney	France	07-06	9.191	7.78	1.181
kidney	France	07-07	9.133	7.754	1.178
kidney	France	07-08	9.075	7.73	1.174
kidney	France	07-09	9.019	7.71	1.17
kidney	France	07-10	8.964	7.696	1.165
kidney	France	07-11	8.908	7.687	1.159
kidney	France	07-12	8.848	7.68	1.152
kidney	France	07-13	8.784	7.676	1.144
kidney	France	07-14	8.718	7.674	1.136
kidney	France	07-15	8.651	7.672	1.128
kidney	France	07-16	8.585	7.67	1.119
kidney	France	07-17	8.522	7.669	1.111
kidney	France	07-18	8.462	7.666	1.104
kidney	France	07-19	8.406	7.661	1.097
kidney	France	07-20	8.353	7.657	1.091
kidney	France	07-21	8.298	7.656	1.084
kidney	France	07-22	8.241	7.657	1.076
kidney	France	07-23	8.185	7.658	1.069
kidney	France	07-24	8.13	7.66	1.061
kidney	France	07-25	8.077	7.661	1.054
kidney	France	07-26	8.026	7.661	1.048
kidney	France	07-27	7.979	7.657	1.042
kidney	France	07-28	7.936	7.65	1.037
kidney	France	07-29	7.897	7.64	1.034
kidney	France	07-30	7.858	7.629	1.03
kidney	France	07-31	7.82	7.617	1.027
kidney	France	08-01	7.784	7.604	1.024
kidney	France	08-02	7.751	7.589	1.021
kidney	France	08-03	7.719	7.574	1.019
kidney	France	08-04	7.69	7.558	1.017
kidney	France	08-05	7.664	7.541	1.016
kidney	France	08-06	7.641	7.524	1.016
kidney	France	08-07	7.621	7.506	1.015
kidney	France	08-08	7.605	7.488	1.016
kidney	France	08-09	7.592	7.467	1.017
kidney	France	08-10	7.581	7.446	1.018
kidney	France	08-11	7.573	7.423	1.02
kidney	France	08-12	7.567	7.399	1.023
kidney	France	08-13	7.563	7.375	1.026
kidney	France	08-14	7.562	7.351	1.029
kidney	France	08-15	7.563	7.327	1.032
kidney	France	08-16	7.565	7.303	1.036
kidney	France	08-17	7.572	7.279	1.04
kidney	France	08-18	7.586	7.253	1.046
kidney	France	08-19	7.606	7.226	1.053
kidney	France	08-20	7.629	7.197	1.06
kidney	France	08-21	7.655	7.169	1.068
kidney	France	08-22	7.681	7.14	1.076
kidney	France	08-23	7.708	7.112	1.084
kidney	France	08-24	7.733	7.084	1.092
kidney	France	08-25	7.755	7.058	1.099
kidney	France	08-26	7.772	7.033	1.105
kidney	France	08-27	7.79	7.008	1.111
kidney	France	08-28	7.811	6.981	1.119
kidney	France	08-29	7.835	6.953	1.127
kidney	France	08-30	7.86	6.924	1.135
kidney	France	08-31	7.885	6.896	1.143
kidney	France	09-01	7.909	6.869	1.151
kidney	France	09-02	7.93	6.844	1.159
kidney	France	09-03	7.947	6.821	1.165
kidney	France	09-04	7.959	6.803	1.17
kidney	France	09-05	7.965	6.787	1.174
kidney	France	09-06	7.967	6.772	1.177
kidney	France	09-07	7.966	6.758	1.179
kidney	France	09-08	7.963	6.746	1.18
kidney	France	09-09	7.958	6.735	1.182
kidney	France	09-10	7.952	6.725	1.182
kidney	France	09-11	7.946	6.717	1.183
kidney	France	09-12	7.94	6.71	1.183
kidney	France	09-13	7.935	6.703	1.184
kidney	France	09-14	7.933	6.699	1.184
kidney	France	09-15	7.929	6.697	1.184
kidney	France	09-16	7.922	6.699	1.183
kidney	France	09-17	7.911	6.704	1.18
kidney	France	09-18	7.9	6.711	1.177
kidney	France	09-19	7.888	6.719	1.174
kidney	France	09-20	7.877	6.728	1.171
kidney	France	09-21	7.868	6.736	1.168
kidney	France	09-22	7.862	6.742	1.166
kidney	France	09-23	7.861	6.746	1.165
kidney	France	09-24	7.863	6.749	1.165
kidney	France	09-25	7.867	6.754	1.165
kidney	France	09-26	7.872	6.76	1.165
kidney	France	09-27	7.879	6.767	1.164
kidney	France	09-28	7.887	6.774	1.164
kidney	France	09-29	7.895	6.781	1.164
kidney	France	09-30	7.904	6.786	1.165
kidney	France	10-01	7.913	6.79	1.165
kidney	France	10-02	7.922	6.791	1.167
kidney	France	10-03	7.932	6.791	1.168
kidney	France	10-04	7.946	6.791	1.17
kidney	France	10-05	7.961	6.791	1.172
kidney	France	10-06	7.978	6.79	1.175
kidney	France	10-07	7.996	6.789	1.178
kidney	France	10-08	8.013	6.787	1.181
kidney	France	10-09	8.03	6.783	1.184
kidney	France	10-10	8.045	6.779	1.187
kidney	France	10-11	8.057	6.773	1.19
kidney	France	10-12	8.069	6.766	1.193
kidney	France	10-13	8.081	6.758	1.196
kidney	France	10-14	8.094	6.75	1.199
kidney	France	10-15	8.106	6.741	1.202
kidney	France	10-16	8.119	6.732	1.206
kidney	France	10-17	8.131	6.721	1.21
kidney	France	10-18	8.142	6.709	1.214
kidney	France	10-19	8.153	6.697	1.217
kidney	France	10-20	8.162	6.682	1.221
kidney	France	10-21	8.171	6.667	1.226
kidney	France	10-22	8.178	6.65	1.23
kidney	France	10-23	8.185	6.631	1.234
kidney	France	10-24	8.191	6.611	1.239
kidney	France	10-25	8.196	6.589	1.244
kidney	France	10-26	8.201	6.567	1.249
kidney	France	10-27	8.206	6.543	1.254
kidney	France	10-28	8.21	6.52	1.259
kidney	France	10-29	8.213	6.496	1.264
kidney	France	10-30	8.216	6.472	1.269
kidney	France	10-31	8.219	6.448	1.275
kidney	France	11-01	8.222	6.421	1.28
kidney	France	11-02	8.224	6.393	1.286
kidney	France	11-03	8.225	6.364	1.292
kidney	France	11-04	8.226	6.334	1.299
kidney	France	11-05	8.227	6.304	1.305
kidney	France	11-06	8.227	6.274	1.311
kidney	France	11-07	8.226	6.245	1.317
kidney	France	11-08	8.225	6.217	1.323
kidney	France	11-09	8.222	6.188	1.329
kidney	France	11-10	8.219	6.158	1.335
kidney	France	11-11	8.214	6.125	1.341
kidney	France	11-12	8.209	6.092	1.347
kidney	France	11-13	8.203	6.06	1.354
kidney	France	11-14	8.197	6.027	1.36
kidney	France	11-15	8.191	5.996	1.366
kidney	France	11-16	8.185	5.967	1.372
kidney	France	11-17	8.179	5.941	1.377
kidney	France	11-18	8.173	5.915	1.382
kidney	France	11-19	8.169	5.888	1.387
kidney	France	11-20	8.165	5.86	1.393
kidney	France	11-21	8.162	5.833	1.399
kidney	France	11-22	8.158	5.805	1.405
kidney	France	11-23	8.154	5.779	1.411
kidney	France	11-24	8.148	5.755	1.416
kidney	France	11-25	8.142	5.734	1.42
kidney	France	11-26	8.134	5.716	1.423
kidney	France	11-27	8.124	5.702	1.425
kidney	France	11-28	8.113	5.691	1.426
kidney	France	11-29	8.103	5.681	1.426
kidney	France	11-30	8.093	5.673	1.426
kidney	France	12-01	8.082	5.667	1.426
kidney	France	12-02	8.07	5.662	1.425
kidney	France	12-03	8.056	5.659	1.424
kidney	France	12-04	8.04	5.659	1.421
kidney	France	12-05	8.021	5.66	1.417
kidney	France	12-06	7.998	5.664	1.412
kidney	France	12-07	7.973	5.669	1.406
kidney	France	12-08	7.946	5.677	1.4
kidney	France	12-09	7.918	5.686	1.393
kidney	France	12-10	7.888	5.697	1.385
kidney	France	12-11	7.857	5.71	1.376
kidney	France	12-12	7.824	5.725	1.367
kidney	France	12-13	7.789	5.741	1.357
kidney	France	12-14	7.752	5.76	1.346
kidney	France	12-15	7.713	5.781	1.334
kidney	France	12-16	7.672	5.804	1.322
kidney	France	12-17	7.628	5.829	1.309
kidney	France	12-18	7.583	5.855	1.295
kidney	France	12-19	7.535	5.884	1.281
kidney	France	12-20	7.486	5.915	1.266
kidney	France	12-21	7.435	5.948	1.25
kidney	France	12-22	7.381	5.982	1.234
kidney	France	12-23	7.326	6.019	1.217
kidney	France	12-24	7.27	6.057	1.2
kidney	Germany	03-01	3.749	4.054	0.925
kidney	Germany	03-02	3.793	4.072	0.931
kidney	Germany	03-03	3.836	4.09	0.938
kidney	Germany	03-04	3.879	4.108	0.944
kidney	Germany	03-05	3.92	4.125	0.95
kidney	Germany	03-06	3.961	4.141	0.956
kidney	Germany	03-07	4.001	4.157	0.962
kidney	Germany	03-08	4.04	4.173	0.968
kidney	Germany	03-09	4.078	4.188	0.974
kidney	Germany	03-10	4.115	4.202	0.979
kidney	Germany	03-11	4.152	4.216	0.985
kidney	Germany	03-12	4.188	4.229	0.99
kidney	Germany	03-13	4.223	4.241	0.996
kidney	Germany	03-14	4.257	4.254	1.001
kidney	Germany	03-15	4.29	4.265	1.006
kidney	Germany	03-16	4.323	4.277	1.011
kidney	Germany	03-17	4.355	4.287	1.016
kidney	Germany	03-18	4.386	4.298	1.02
kidney	Germany	03-19	4.416	4.308	1.025
kidney	Germany	03-20	4.446	4.318	1.03
kidney	Germany	03-21	4.475	4.327	1.034
kidney	Germany	03-22	4.502	4.334	1.039
kidney	Germany	03-23	4.529	4.342	1.043
kidney	Germany	03-24	4.555	4.348	1.048
kidney	Germany	03-25	4.581	4.354	1.052
kidney	Germany	03-26	4.605	4.36	1.056
kidney	Germany	03-27	4.629	4.366	1.06
kidney	Germany	03-28	4.653	4.372	1.064
kidney	Germany	03-29	4.675	4.379	1.068
kidney	Germany	03-30	4.697	4.386	1.071
kidney	Germany	03-31	4.719	4.393	1.074
kidney	Germany	04-01	4.739	4.4	1.077
kidney	Germany	04-02	4.759	4.407	1.08
kidney	Germany	04-03	4.778	4.414	1.082
kidney	Germany	04-04	4.797	4.421	1.085
kidney	Germany	04-05	4.814	4.428	1.087
kidney	Germany	04-06	4.832	4.434	1.09
kidney	Germany	04-07	4.848	4.439	1.092
kidney	Germany	04-08	4.865	4.446	1.094
kidney	Germany	04-09	4.882	4.454	1.096
kidney	Germany	04-10	4.9	4.464	1.098
kidney	Germany	04-11	4.917	4.474	1.099
kidney	Germany	04-12	4.934	4.485	1.1
kidney	Germany	04-13	4.95	4.494	1.101
kidney	Germany	04-14	4.965	4.502	1.103
kidney	Germany	04-15	4.977	4.508	1.104
kidney	Germany	04-16	4.988	4.511	1.106
kidney	Germany	04-17	4.996	4.509	1.108
kidney	Germany	04-18	5.002	4.506	1.11
kidney	Germany	04-19	5.008	4.501	1.113
kidney	Germany	04-20	5.012	4.495	1.115
kidney	Germany	04-21	5.016	4.488	1.118
kidney	Germany	04-22	5.018	4.479	1.12
kidney	Germany	04-23	5.019	4.469	1.123
kidney	Germany	04-24	5.018	4.457	1.126
kidney	Germany	04-25	5.015	4.444	1.129
kidney	Germany	04-26	5.01	4.429	1.131
kidney	Germany	04-27	5.001	4.411	1.134
kidney	Germany	04-28	4.988	4.389	1.137
kidney	Germany	04-29	4.971	4.363	1.139
kidney	Germany	04-30	4.952	4.335	1.142
kidney	Germany	05-01	4.931	4.306	1.145
kidney	Germany	05-02	4.91	4.276	1.148
kidney	Germany	05-03	4.89	4.247	1.151
kidney	Germany	05-04	4.871	4.219	1.155
kidney	Germany	05-05	4.856	4.194	1.158
kidney	Germany	05-06	4.84	4.167	1.161
kidney	Germany	05-07	4.82	4.138	1.165
kidney	Germany	05-08	4.797	4.107	1.168
kidney	Germany	05-09	4.773	4.075	1.171
kidney	Germany	05-10	4.749	4.042	1.175
kidney	Germany	05-11	4.726	4.01	1.179
kidney	Germany	05-12	4.706	3.979	1.183
kidney	Germany	05-13	4.688	3.951	1.187
