organ	country	month_day	avg_2019	avg_2020	ratio
kidney	Spain	03-17	8.666	2.879	3.01
kidney	Spain	03-18	8.633	2.743	3.147
kidney	Spain	03-19	8.601	2.614	3.291
kidney	Spain	03-20	8.569	2.487	3.445
kidney	Spain	03-21	8.539	2.362	3.615
kidney	Spain	03-22	8.51	2.239	3.801
kidney	Spain	03-23	8.482	2.119	4.004
kidney	Spain	03-24	8.455	2.003	4.221
kidney	Spain	03-25	8.429	1.892	4.454
kidney	Spain	03-26	8.404	1.789	4.698
kidney	Spain	03-27	8.38	1.693	4.95
kidney	Spain	03-28	8.357	1.606	5.205
kidney	Spain	03-29	8.335	1.528	5.454
kidney	Spain	03-30	8.314	1.458	5.703
kidney	Spain	03-31	8.294	1.391	5.961
kidney	Spain	04-01	8.276	1.33	6.224
kidney	Spain	04-02	8.259	1.274	6.483
kidney	Spain	04-03	8.242	1.225	6.727
kidney	Spain	04-04	8.227	1.185	6.945
kidney	Spain	04-05	8.212	1.153	7.121
kidney	Spain	04-06	8.199	1.132	7.242
kidney	Spain	04-07	8.186	1.122	7.294
kidney	Spain	04-08	8.175	1.127	7.251
kidney	Spain	04-09	8.166	1.148	7.112
kidney	Spain	04-10	8.158	1.183	6.898
kidney	Spain	04-11	8.151	1.228	6.636
kidney	Spain	04-12	8.145	1.283	6.348
kidney	Spain	04-13	8.14	1.344	6.054
kidney	Spain	04-14	8.135	1.41	5.768
kidney	Spain	04-15	8.132	1.479	5.499
kidney	Spain	04-16	8.128	1.547	5.255
kidney	Spain	04-17	8.124	1.613	5.038
kidney	Spain	04-18	8.122	1.684	4.824
kidney	Spain	04-19	8.121	1.767	4.596
kidney	Spain	04-20	8.122	1.86	4.366
kidney	Spain	04-21	8.123	1.961	4.142
kidney	Spain	04-22	8.126	2.066	3.933
kidney	Spain	04-23	8.129	2.174	3.74
kidney	Spain	04-24	8.131	2.28	3.566
kidney	Spain	04-25	8.133	2.384	3.412
kidney	Spain	04-26	8.134	2.482	3.278
kidney	Spain	04-27	8.136	2.578	3.155
kidney	Spain	04-28	8.139	2.68	3.037
kidney	Spain	04-29	8.143	2.785	2.923
kidney	Spain	04-30	8.148	2.894	2.816
kidney	Spain	05-01	8.153	3.003	2.715
kidney	Spain	05-02	8.157	3.113	2.62
kidney	Spain	05-03	8.161	3.222	2.533
kidney	Spain	05-04	8.163	3.33	2.451
kidney	Spain	05-05	8.163	3.435	2.377
kidney	Spain	05-06	8.162	3.539	2.306
kidney	Spain	05-07	8.162	3.647	2.238
kidney	Spain	05-08	8.161	3.758	2.172
kidney	Spain	05-09	8.161	3.87	2.109
kidney	Spain	05-10	8.159	3.982	2.049
kidney	Spain	05-11	8.157	4.094	1.993
kidney	Spain	05-12	8.155	4.204	1.94
kidney	Spain	05-13	8.151	4.311	1.891
kidney	Spain	05-14	8.146	4.415	1.845
kidney	Spain	05-15	8.139	4.517	1.802
kidney	Spain	05-16	8.13	4.62	1.76
kidney	Spain	05-17	8.119	4.722	1.719
kidney	Spain	05-18	8.108	4.824	1.681
kidney	Spain	05-19	8.096	4.925	1.644
kidney	Spain	05-20	8.083	5.026	1.608
kidney	Spain	05-21	8.07	5.124	1.575
kidney	Spain	05-22	8.058	5.221	1.543
kidney	Spain	05-23	8.047	5.315	1.514
kidney	Spain	05-24	8.036	5.407	1.486
kidney	Spain	05-25	8.026	5.496	1.46
kidney	Spain	05-26	8.014	5.585	1.435
kidney	Spain	05-27	8.001	5.673	1.41
kidney	Spain	05-28	7.988	5.76	1.387
kidney	Spain	05-29	7.974	5.845	1.364
kidney	Spain	05-30	7.961	5.929	1.343
kidney	Spain	05-31	7.949	6.011	1.322
kidney	Spain	06-01	7.938	6.09	1.303
kidney	Spain	06-02	7.93	6.168	1.286
kidney	Spain	06-03	7.923	6.243	1.269
kidney	Spain	06-04	7.917	6.316	1.253
kidney	Spain	06-05	7.912	6.387	1.239
kidney	Spain	06-06	7.908	6.457	1.225
kidney	Spain	06-07	7.905	6.525	1.211
kidney	Spain	06-08	7.901	6.591	1.199
kidney	Spain	06-09	7.899	6.655	1.187
kidney	Spain	06-10	7.896	6.718	1.175
kidney	Spain	06-11	7.893	6.78	1.164
kidney	Spain	06-12	7.89	6.84	1.154
kidney	Spain	06-13	7.887	6.898	1.143
kidney	Spain	06-14	7.885	6.956	1.134
kidney	Spain	06-15	7.883	7.011	1.124
kidney	Spain	06-16	7.882	7.065	1.116
kidney	Spain	06-17	7.881	7.117	1.107
kidney	Spain	06-18	7.88	7.168	1.099
kidney	Spain	06-19	7.879	7.217	1.092
kidney	Spain	06-20	7.878	7.265	1.084
kidney	Spain	06-21	7.877	7.311	1.077
kidney	Spain	06-22	7.875	7.357	1.07
kidney	Spain	06-23	7.87	7.402	1.063
kidney	Spain	06-24	7.865	7.447	1.056
kidney	Spain	06-25	7.858	7.491	1.049
kidney	Spain	06-26	7.852	7.534	1.042
kidney	Spain	06-27	7.847	7.574	1.036
kidney	Spain	06-28	7.842	7.612	1.03
kidney	Spain	06-29	7.84	7.647	1.025
kidney	Spain	06-30	7.841	7.679	1.021
kidney	Spain	07-01	7.845	7.706	1.018
kidney	Spain	07-02	7.85	7.731	1.015
kidney	Spain	07-03	7.855	7.752	1.013
kidney	Spain	07-04	7.86	7.771	1.011
kidney	Spain	07-05	7.865	7.788	1.01
kidney	Spain	07-06	7.872	7.803	1.009
kidney	Spain	07-07	7.881	7.815	1.008
kidney	Spain	07-08	7.892	7.825	1.008
kidney	Spain	07-09	7.906	7.833	1.009
kidney	Spain	07-10	7.923	7.839	1.011
kidney	Spain	07-11	7.944	7.84	1.013
kidney	Spain	07-12	7.969	7.836	1.017
kidney	Spain	07-13	7.996	7.826	1.022
kidney	Spain	07-14	8.025	7.813	1.027
kidney	Spain	07-15	8.056	7.799	1.033
kidney	Spain	07-16	8.089	7.783	1.039
kidney	Spain	07-17	8.122	7.768	1.046
kidney	Spain	07-18	8.156	7.755	1.052
kidney	Spain	07-19	8.19	7.745	1.057
kidney	Spain	07-20	8.226	7.735	1.064
kidney	Spain	07-21	8.266	7.721	1.071
kidney	Spain	07-22	8.309	7.705	1.078
kidney	Spain	07-23	8.354	7.686	1.087
kidney	Spain	07-24	8.401	7.668	1.096
kidney	Spain	07-25	8.448	7.65	1.104
kidney	Spain	07-26	8.495	7.633	1.113
kidney	Spain	07-27	8.54	7.618	1.121
kidney	Spain	07-28	8.583	7.607	1.128
kidney	Spain	07-29	8.627	7.6	1.135
kidney	Spain	07-30	8.674	7.594	1.142
kidney	Spain	07-31	8.723	7.59	1.149
kidney	Spain	08-01	8.775	7.587	1.157
kidney	Spain	08-02	8.826	7.585	1.164
kidney	Spain	08-03	8.877	7.583	1.171
kidney	Spain	08-04	8.926	7.58	1.178
kidney	Spain	08-05	8.973	7.577	1.184
kidney	Spain	08-06	9.016	7.573	1.19
kidney	Spain	08-07	9.054	7.568	1.196
kidney	Spain	08-08	9.09	7.562	1.202
kidney	Spain	08-09	9.129	7.558	1.208
kidney	Spain	08-10	9.169	7.554	1.214
kidney	Spain	08-11	9.208	7.55	1.22
kidney	Spain	08-12	9.246	7.546	1.225
kidney	Spain	08-13	9.282	7.542	1.231
kidney	Spain	08-14	9.313	7.537	1.236
kidney	Spain	08-15	9.34	7.53	1.24
kidney	Spain	08-16	9.36	7.521	1.245
kidney	Spain	08-17	9.377	7.51	1.249
kidney	Spain	08-18	9.395	7.497	1.253
kidney	Spain	08-19	9.411	7.483	1.258
kidney	Spain	08-20	9.425	7.468	1.262
kidney	Spain	08-21	9.436	7.451	1.266
kidney	Spain	08-22	9.445	7.435	1.27
kidney	Spain	08-23	9.449	7.418	1.274
kidney	Spain	08-24	9.448	7.402	1.276
kidney	Spain	08-25	9.441	7.387	1.278
kidney	Spain	08-26	9.428	7.373	1.279
kidney	Spain	08-27	9.409	7.359	1.279
kidney	Spain	08-28	9.386	7.344	1.278
kidney	Spain	08-29	9.359	7.329	1.277
kidney	Spain	08-30	9.328	7.313	1.276
kidney	Spain	08-31	9.293	7.297	1.274
kidney	Spain	09-01	9.253	7.281	1.271
kidney	Spain	09-02	9.21	7.266	1.268
kidney	Spain	09-03	9.162	7.252	1.263
kidney	Spain	09-04	9.11	7.239	1.259
kidney	Spain	09-05	9.049	7.227	1.252
kidney	Spain	09-06	8.977	7.216	1.244
kidney	Spain	09-07	8.895	7.206	1.234
kidney	Spain	09-08	8.805	7.197	1.223
kidney	Spain	09-09	8.712	7.188	1.212
kidney	Spain	09-10	8.616	7.179	1.2
kidney	Spain	09-11	8.521	7.17	1.188
kidney	Spain	09-12	8.43	7.161	1.177
kidney	Spain	09-13	8.343	7.152	1.167
kidney	Spain	09-14	8.265	7.142	1.157
kidney	Spain	09-15	8.186	7.132	1.148
kidney	Spain	09-16	8.095	7.122	1.137
kidney	Spain	09-17	7.997	7.114	1.124
kidney	Spain	09-18	7.896	7.105	1.111
kidney	Spain	09-19	7.795	7.096	1.098
kidney	Spain	09-20	7.698	7.087	1.086
kidney	Spain	09-21	7.608	7.078	1.075
kidney	Spain	09-22	7.53	7.068	1.065
kidney	Spain	09-23	7.467	7.057	1.058
kidney	Spain	09-24	7.413	7.045	1.052
kidney	Spain	09-25	7.361	7.034	1.046
kidney	Spain	09-26	7.312	7.022	1.041
kidney	Spain	09-27	7.266	7.01	1.036
kidney	Spain	09-28	7.225	6.998	1.032
kidney	Spain	09-29	7.189	6.986	1.029
kidney	Spain	09-30	7.159	6.973	1.027
kidney	Spain	10-01	7.136	6.959	1.025
kidney	Spain	10-02	7.12	6.945	1.025
kidney	Spain	10-03	7.114	6.93	1.026
kidney	Spain	10-04	7.116	6.914	1.029
kidney	Spain	10-05	7.127	6.897	1.033
kidney	Spain	10-06	7.144	6.88	1.038
kidney	Spain	10-07	7.167	6.862	1.044
kidney	Spain	10-08	7.194	6.844	1.051
kidney	Spain	10-09	7.223	6.826	1.058
kidney	Spain	10-10	7.255	6.809	1.066
kidney	Spain	10-11	7.286	6.792	1.073
kidney	Spain	10-12	7.324	6.775	1.081
kidney	Spain	10-13	7.371	6.756	1.091
kidney	Spain	10-14	7.427	6.735	1.103
kidney	Spain	10-15	7.489	6.714	1.115
kidney	Spain	10-16	7.555	6.692	1.129
kidney	Spain	10-17	7.623	6.671	1.143
kidney	Spain	10-18	7.691	6.652	1.156
kidney	Spain	10-19	7.757	6.633	1.169
kidney	Spain	10-20	7.82	6.617	1.182
kidney	Spain	10-21	7.876	6.605	1.193
kidney	Spain	10-22	7.934	6.593	1.203
kidney	Spain	10-23	8.001	6.581	1.216
kidney	Spain	10-24	8.074	6.569	1.229
kidney	Spain	10-25	8.15	6.558	1.243
kidney	Spain	10-26	8.227	6.547	1.257
kidney	Spain	10-27	8.301	6.538	1.27
kidney	Spain	10-28	8.37	6.531	1.282
kidney	Spain	10-29	8.431	6.526	1.292
kidney	Spain	10-30	8.482	6.524	1.3
kidney	Spain	10-31	8.526	6.524	1.307
kidney	Spain	11-01	8.571	6.527	1.313
kidney	Spain	11-02	8.615	6.531	1.319
kidney	Spain	11-03	8.658	6.538	1.324
kidney	Spain	11-04	8.697	6.546	1.329
kidney	Spain	11-05	8.733	6.555	1.332
kidney	Spain	11-06	8.764	6.564	1.335
kidney	Spain	11-07	8.789	6.575	1.337
kidney	Spain	11-08	8.808	6.586	1.337
kidney	Spain	11-09	8.819	6.598	1.337
kidney	Spain	11-10	8.825	6.611	1.335
kidney	Spain	11-11	8.825	6.627	1.332
kidney	Spain	11-12	8.821	6.644	1.328
kidney	Spain	11-13	8.813	6.662	1.323
kidney	Spain	11-14	8.802	6.681	1.317
kidney	Spain	11-15	8.787	6.701	1.311
kidney	Spain	11-16	8.77	6.72	1.305
kidney	Spain	11-17	8.751	6.74	1.298
kidney	Spain	11-18	8.729	6.76	1.291
kidney	Spain	11-19	8.702	6.78	1.283
kidney	Spain	11-20	8.669	6.801	1.275
kidney	Spain	11-21	8.633	6.822	1.265
kidney	Spain	11-22	8.594	6.845	1.256
kidney	Spain	11-23	8.552	6.868	1.245
kidney	Spain	11-24	8.507	6.892	1.234
kidney	Spain	11-25	8.46	6.917	1.223
kidney	Spain	11-26	8.413	6.943	1.212
kidney	Spain	11-27	8.365	6.969	1.2
kidney	Spain	11-28	8.314	6.997	1.188
kidney	Spain	11-29	8.261	7.025	1.176
kidney	Spain	11-30	8.204	7.055	1.163
kidney	Spain	12-01	8.145	7.085	1.15
kidney	Spain	12-02	8.083	7.115	1.136
kidney	Spain	12-03	8.02	7.147	1.122
kidney	Spain	12-04	7.955	7.18	1.108
kidney	Spain	12-05	7.889	7.213	1.094
kidney	Spain	12-06	7.822	7.248	1.079
kidney	Spain	12-07	7.753	7.283	1.065
kidney	Spain	12-08	7.682	7.32	1.05
kidney	Spain	12-09	7.609	7.357	1.034
kidney	Spain	12-10	7.534	7.395	1.019
kidney	Spain	12-11	7.457	7.434	1.003
kidney	Spain	12-12	7.378	7.474	0.987
kidney	Spain	12-13	7.297	7.514	0.971
kidney	Spain	12-14	7.214	7.556	0.955
kidney	Spain	12-15	7.13	7.598	0.938
kidney	Spain	12-16	7.044	7.642	0.922
kidney	Spain	12-17	6.956	7.686	0.905
kidney	Spain	12-18	6.867	7.731	0.888
kidney	Spain	12-19	6.776	7.777	0.871
kidney	Spain	12-20	6.683	7.824	0.854
kidney	Spain	12-21	6.588	7.872	0.837
kidney	Spain	12-22	6.491	7.921	0.82
kidney	Spain	12-23	6.393	7.971	0.802
kidney	Spain	12-24	6.292	8.021	0.784
kidney	Switzerland	03-01	0.347	0.41	0.847
kidney	Switzerland	03-02	0.351	0.4	0.877
kidney	Switzerland	03-03	0.355	0.391	0.908
kidney	Switzerland	03-04	0.359	0.382	0.939
kidney	Switzerland	03-05	0.363	0.374	0.971
kidney	Switzerland	03-06	0.367	0.366	1.004
kidney	Switzerland	03-07	0.371	0.358	1.038
kidney	Switzerland	03-08	0.375	0.35	1.072
kidney	Switzerland	03-09	0.379	0.342	1.108
kidney	Switzerland	03-10	0.383	0.335	1.144
kidney	Switzerland	03-11	0.387	0.328	1.181
kidney	Switzerland	03-12	0.391	0.321	1.219
kidney	Switzerland	03-13	0.395	0.314	1.258
kidney	Switzerland	03-14	0.399	0.308	1.297
kidney	Switzerland	03-15	0.404	0.302	1.337
kidney	Switzerland	03-16	0.408	0.296	1.377
kidney	Switzerland	03-17	0.412	0.291	1.417
kidney	Switzerland	03-18	0.416	0.285	1.457
kidney	Switzerland	03-19	0.42	0.281	1.496
kidney	Switzerland	03-20	0.424	0.276	1.536
kidney	Switzerland	03-21	0.428	0.271	1.577
kidney	Switzerland	03-22	0.432	0.267	1.618
kidney	Switzerland	03-23	0.436	0.263	1.661
kidney	Switzerland	03-24	0.44	0.259	1.703
kidney	Switzerland	03-25	0.445	0.255	1.744
kidney	Switzerland	03-26	0.449	0.252	1.783
kidney	Switzerland	03-27	0.453	0.249	1.821
kidney	Switzerland	03-28	0.457	0.246	1.855
kidney	Switzerland	03-29	0.461	0.245	1.884
kidney	Switzerland	03-30	0.465	0.243	1.911
kidney	Switzerland	03-31	0.469	0.242	1.938
kidney	Switzerland	04-01	0.473	0.241	1.963
kidney	Switzerland	04-02	0.478	0.241	1.985
kidney	Switzerland	04-03	0.482	0.24	2.003
kidney	Switzerland	04-04	0.486	0.241	2.017
kidney	Switzerland	04-05	0.49	0.242	2.026
kidney	Switzerland	04-06	0.494	0.243	2.028
kidney	Switzerland	04-07	0.498	0.246	2.024
kidney	Switzerland	04-08	0.502	0.249	2.013
kidney	Switzerland	04-09	0.505	0.253	1.999
kidney	Switzerland	04-10	0.509	0.257	1.981
kidney	Switzerland	04-11	0.513	0.262	1.959
kidney	Switzerland	04-12	0.517	0.268	1.933
kidney	Switzerland	04-13	0.521	0.274	1.905
kidney	Switzerland	04-14	0.525	0.28	1.874
kidney	Switzerland	04-15	0.529	0.287	1.84
kidney	Switzerland	04-16	0.532	0.295	1.805
kidney	Switzerland	04-17	0.536	0.303	1.767
kidney	Switzerland	04-18	0.539	0.312	1.726
kidney	Switzerland	04-19	0.542	0.322	1.682
kidney	Switzerland	04-20	0.546	0.334	1.636
kidney	Switzerland	04-21	0.549	0.345	1.589
kidney	Switzerland	04-22	0.552	0.358	1.544
kidney	Switzerland	04-23	0.556	0.371	1.499
kidney	Switzerland	04-24	0.559	0.383	1.457
kidney	Switzerland	04-25	0.562	0.396	1.418
kidney	Switzerland	04-26	0.564	0.408	1.382
kidney	Switzerland	04-27	0.567	0.421	1.345
kidney	Switzerland	04-28	0.569	0.436	1.307
kidney	Switzerland	04-29	0.572	0.451	1.267
kidney	Switzerland	04-30	0.575	0.467	1.229
kidney	Switzerland	05-01	0.577	0.484	1.193
kidney	Switzerland	05-02	0.579	0.5	1.158
kidney	Switzerland	05-03	0.581	0.516	1.127
kidney	Switzerland	05-04	0.583	0.531	1.099
kidney	Switzerland	05-05	0.585	0.544	1.075
kidney	Switzerland	05-06	0.586	0.557	1.052
kidney	Switzerland	05-07	0.588	0.571	1.029
kidney	Switzerland	05-08	0.589	0.585	1.007
kidney	Switzerland	05-09	0.59	0.599	0.986
kidney	Switzerland	05-10	0.592	0.613	0.965
kidney	Switzerland	05-11	0.593	0.627	0.946
kidney	Switzerland	05-12	0.593	0.639	0.928
kidney	Switzerland	05-13	0.593	0.651	0.911
kidney	Switzerland	05-14	0.593	0.662	0.896
kidney	Switzerland	05-15	0.593	0.672	0.882
kidney	Switzerland	05-16	0.591	0.681	0.868
kidney	Switzerland	05-17	0.589	0.69	0.854
kidney	Switzerland	05-18	0.586	0.698	0.84
kidney	Switzerland	05-19	0.584	0.706	0.827
kidney	Switzerland	05-20	0.581	0.713	0.815
kidney	Switzerland	05-21	0.578	0.72	0.803
kidney	Switzerland	05-22	0.575	0.726	0.793
kidney	Switzerland	05-23	0.573	0.732	0.783
kidney	Switzerland	05-24	0.571	0.737	0.775
kidney	Switzerland	05-25	0.569	0.742	0.766
kidney	Switzerland	05-26	0.565	0.746	0.757
kidney	Switzerland	05-27	0.561	0.75	0.747
kidney	Switzerland	05-28	0.556	0.753	0.738
kidney	Switzerland	05-29	0.551	0.756	0.729
kidney	Switzerland	05-30	0.546	0.758	0.721
kidney	Switzerland	05-31	0.543	0.76	0.714
kidney	Switzerland	06-01	0.541	0.762	0.71
kidney	Switzerland	06-02	0.541	0.763	0.708
kidney	Switzerland	06-03	0.542	0.765	0.709
kidney	Switzerland	06-04	0.544	0.765	0.711
kidney	Switzerland	06-05	0.546	0.765	0.714
kidney	Switzerland	06-06	0.549	0.765	0.718
kidney	Switzerland	06-07	0.553	0.764	0.724
kidney	Switzerland	06-08	0.557	0.763	0.73
kidney	Switzerland	06-09	0.562	0.762	0.737
kidney	Switzerland	06-10	0.567	0.76	0.745
kidney	Switzerland	06-11	0.572	0.759	0.754
kidney	Switzerland	06-12	0.579	0.758	0.763
kidney	Switzerland	06-13	0.586	0.757	0.774
kidney	Switzerland	06-14	0.597	0.756	0.789
kidney	Switzerland	06-15	0.608	0.754	0.807
kidney	Switzerland	06-16	0.621	0.752	0.826
kidney	Switzerland	06-17	0.635	0.75	0.846
kidney	Switzerland	06-18	0.648	0.748	0.866
kidney	Switzerland	06-19	0.661	0.746	0.885
kidney	Switzerland	06-20	0.672	0.744	0.903
kidney	Switzerland	06-21	0.681	0.743	0.917
kidney	Switzerland	06-22	0.69	0.741	0.931
kidney	Switzerland	06-23	0.699	0.739	0.945
kidney	Switzerland	06-24	0.709	0.738	0.961
kidney	Switzerland	06-25	0.719	0.736	0.976
kidney	Switzerland	06-26	0.728	0.734	0.992
kidney	Switzerland	06-27	0.738	0.732	1.007
kidney	Switzerland	06-28	0.746	0.731	1.022
kidney	Switzerland	06-29	0.754	0.729	1.035
kidney	Switzerland	06-30	0.761	0.727	1.046
kidney	Switzerland	07-01	0.766	0.725	1.056
kidney	Switzerland	07-02	0.77	0.724	1.063
kidney	Switzerland	07-03	0.772	0.722	1.07
kidney	Switzerland	07-04	0.774	0.72	1.075
kidney	Switzerland	07-05	0.776	0.718	1.08
kidney	Switzerland	07-06	0.776	0.716	1.084
kidney	Switzerland	07-07	0.776	0.714	1.087
kidney	Switzerland	07-08	0.776	0.713	1.089
kidney	Switzerland	07-09	0.776	0.711	1.091
kidney	Switzerland	07-10	0.775	0.709	1.092
kidney	Switzerland	07-11	0.773	0.708	1.093
kidney	Switzerland	07-12	0.771	0.706	1.092
kidney	Switzerland	07-13	0.768	0.705	1.09
kidney	Switzerland	07-14	0.764	0.703	1.087
kidney	Switzerland	07-15	0.76	0.702	1.083
kidney	Switzerland	07-16	0.756	0.7	1.079
kidney	Switzerland	07-17	0.751	0.699	1.075
kidney	Switzerland	07-18	0.746	0.698	1.07
kidney	Switzerland	07-19	0.742	0.696	1.065
kidney	Switzerland	07-20	0.737	0.695	1.06
kidney	Switzerland	07-21	0.731	0.694	1.054
kidney	Switzerland	07-22	0.724	0.692	1.046
kidney	Switzerland	07-23	0.717	0.691	1.038
kidney	Switzerland	07-24	0.71	0.69	1.029
kidney	Switzerland	07-25	0.703	0.689	1.02
kidney	Switzerland	07-26	0.695	0.688	1.011
kidney	Switzerland	07-27	0.688	0.686	1.003
kidney	Switzerland	07-28	0.682	0.685	0.995
kidney	Switzerland	07-29	0.675	0.683	0.987
kidney	Switzerland	07-30	0.667	0.682	0.978
kidney	Switzerland	07-31	0.659	0.68	0.969
kidney	Switzerland	08-01	0.651	0.678	0.96
kidney	Switzerland	08-02	0.642	0.676	0.95
kidney	Switzerland	08-03	0.633	0.674	0.94
kidney	Switzerland	08-04	0.625	0.672	0.93
kidney	Switzerland	08-05	0.617	0.67	0.92
kidney	Switzerland	08-06	0.609	0.669	0.911
kidney	Switzerland	08-07	0.602	0.668	0.902
kidney	Switzerland	08-08	0.595	0.667	0.893
kidney	Switzerland	08-09	0.588	0.665	0.884
kidney	Switzerland	08-10	0.581	0.664	0.875
kidney	Switzerland	08-11	0.574	0.663	0.866
kidney	Switzerland	08-12	0.567	0.662	0.857
kidney	Switzerland	08-13	0.56	0.66	0.848
kidney	Switzerland	08-14	0.554	0.66	0.84
kidney	Switzerland	08-15	0.548	0.659	0.832
kidney	Switzerland	08-16	0.543	0.659	0.824
kidney	Switzerland	08-17	0.539	0.659	0.817
kidney	Switzerland	08-18	0.535	0.66	0.81
kidney	Switzerland	08-19	0.53	0.66	0.803
kidney	Switzerland	08-20	0.527	0.661	0.797
kidney	Switzerland	08-21	0.523	0.662	0.79
kidney	Switzerland	08-22	0.52	0.663	0.784
kidney	Switzerland	08-23	0.517	0.665	0.778
kidney	Switzerland	08-24	0.515	0.666	0.773
kidney	Switzerland	08-25	0.513	0.668	0.769
kidney	Switzerland	08-26	0.512	0.669	0.765
kidney	Switzerland	08-27	0.512	0.671	0.762
kidney	Switzerland	08-28	0.512	0.673	0.761
kidney	Switzerland	08-29	0.513	0.676	0.76
kidney	Switzerland	08-30	0.515	0.678	0.759
kidney	Switzerland	08-31	0.517	0.681	0.759
kidney	Switzerland	09-01	0.519	0.684	0.76
kidney	Switzerland	09-02	0.522	0.687	0.76
kidney	Switzerland	09-03	0.524	0.69	0.76
kidney	Switzerland	09-04	0.525	0.693	0.759
kidney	Switzerland	09-05	0.527	0.696	0.758
kidney	Switzerland	09-06	0.53	0.699	0.758
kidney	Switzerland	09-07	0.533	0.703	0.758
kidney	Switzerland	09-08	0.537	0.707	0.759
kidney	Switzerland	09-09	0.54	0.712	0.759
kidney	Switzerland	09-10	0.544	0.716	0.76
kidney	Switzerland	09-11	0.548	0.72	0.761
kidney	Switzerland	09-12	0.551	0.724	0.761
kidney	Switzerland	09-13	0.554	0.728	0.761
kidney	Switzerland	09-14	0.556	0.732	0.76
kidney	Switzerland	09-15	0.558	0.735	0.759
kidney	Switzerland	09-16	0.559	0.739	0.756
kidney	Switzerland	09-17	0.56	0.744	0.753
kidney	Switzerland	09-18	0.56	0.748	0.749
kidney	Switzerland	09-19	0.561	0.753	0.745
kidney	Switzerland	09-20	0.561	0.757	0.742
kidney	Switzerland	09-21	0.562	0.761	0.739
kidney	Switzerland	09-22	0.563	0.764	0.737
kidney	Switzerland	09-23	0.564	0.766	0.737
kidney	Switzerland	09-24	0.565	0.768	0.736
kidney	Switzerland	09-25	0.566	0.769	0.735
kidney	Switzerland	09-26	0.566	0.771	0.734
kidney	Switzerland	09-27	0.566	0.773	0.733
kidney	Switzerland	09-28	0.566	0.774	0.732
kidney	Switzerland	09-29	0.567	0.775	0.732
kidney	Switzerland	09-30	0.567	0.775	0.732
kidney	Switzerland	10-01	0.569	0.775	0.734
kidney	Switzerland	10-02	0.571	0.774	0.738
kidney	Switzerland	10-03	0.574	0.773	0.743
kidney	Switzerland	10-04	0.578	0.771	0.749
kidney	Switzerland	10-05	0.582	0.769	0.757
kidney	Switzerland	10-06	0.586	0.766	0.765
kidney	Switzerland	10-07	0.591	0.763	0.775
kidney	Switzerland	10-08	0.596	0.76	0.784
kidney	Switzerland	10-09	0.601	0.756	0.794
kidney	Switzerland	10-10	0.605	0.752	0.805
kidney	Switzerland	10-11	0.61	0.748	0.815
kidney	Switzerland	10-12	0.614	0.744	0.826
kidney	Switzerland	10-13	0.62	0.738	0.84
kidney	Switzerland	10-14	0.626	0.732	0.855
kidney	Switzerland	10-15	0.632	0.725	0.872
kidney	Switzerland	10-16	0.639	0.717	0.89
kidney	Switzerland	10-17	0.645	0.71	0.909
kidney	Switzerland	10-18	0.652	0.703	0.927
kidney	Switzerland	10-19	0.657	0.695	0.945
kidney	Switzerland	10-20	0.662	0.688	0.962
kidney	Switzerland	10-21	0.666	0.682	0.977
kidney	Switzerland	10-22	0.669	0.675	0.991
kidney	Switzerland	10-23	0.672	0.666	1.008
kidney	Switzerland	10-24	0.675	0.657	1.027
kidney	Switzerland	10-25	0.677	0.647	1.047
kidney	Switzerland	10-26	0.68	0.638	1.066
kidney	Switzerland	10-27	0.682	0.628	1.085
kidney	Switzerland	10-28	0.684	0.62	1.103
kidney	Switzerland	10-29	0.685	0.613	1.117
kidney	Switzerland	10-30	0.685	0.608	1.128
kidney	Switzerland	10-31	0.685	0.603	1.136
kidney	Switzerland	11-01	0.685	0.599	1.143
kidney	Switzerland	11-02	0.683	0.595	1.149
kidney	Switzerland	11-03	0.682	0.591	1.153
kidney	Switzerland	11-04	0.68	0.588	1.156
kidney	Switzerland	11-05	0.678	0.586	1.157
kidney	Switzerland	11-06	0.675	0.584	1.157
kidney	Switzerland	11-07	0.672	0.582	1.155
kidney	Switzerland	11-08	0.67	0.582	1.151
kidney	Switzerland	11-09	0.666	0.583	1.142
kidney	Switzerland	11-10	0.662	0.586	1.13
kidney	Switzerland	11-11	0.658	0.591	1.113
kidney	Switzerland	11-12	0.653	0.596	1.095
kidney	Switzerland	11-13	0.648	0.602	1.075
kidney	Switzerland	11-14	0.643	0.609	1.056
kidney	Switzerland	11-15	0.637	0.614	1.037
kidney	Switzerland	11-16	0.632	0.619	1.02
kidney	Switzerland	11-17	0.626	0.622	1.006
kidney	Switzerland	11-18	0.62	0.626	0.992
kidney	Switzerland	11-19	0.614	0.63	0.975
kidney	Switzerland	11-20	0.607	0.635	0.956
kidney	Switzerland	11-21	0.599	0.64	0.937
kidney	Switzerland	11-22	0.591	0.645	0.917
kidney	Switzerland	11-23	0.584	0.65	0.898
kidney	Switzerland	11-24	0.576	0.654	0.88
kidney	Switzerland	11-25	0.569	0.658	0.864
kidney	Switzerland	11-26	0.562	0.66	0.851
kidney	Switzerland	11-27	0.556	0.661	0.841
kidney	Switzerland	11-28	0.55	0.66	0.833
kidney	Switzerland	11-29	0.544	0.659	0.825
kidney	Switzerland	11-30	0.538	0.658	0.818
kidney	Switzerland	12-01	0.532	0.656	0.811
