date	type	count	country
2020-01-22	covid_cases	0	Argentina
2020-01-23	covid_cases	0	Argentina
2020-01-24	covid_cases	0	Argentina
2020-01-25	covid_cases	0	Argentina
2020-01-26	covid_cases	0	Argentina
2020-01-27	covid_cases	0	Argentina
2020-01-28	covid_cases	0	Argentina
2020-01-29	covid_cases	0	Argentina
2020-01-30	covid_cases	0	Argentina
2020-01-31	covid_cases	0	Argentina
2020-02-01	covid_cases	0	Argentina
2020-02-02	covid_cases	0	Argentina
2020-02-03	covid_cases	0	Argentina
2020-02-04	covid_cases	0	Argentina
2020-02-05	covid_cases	0	Argentina
2020-02-06	covid_cases	0	Argentina
2020-02-07	covid_cases	0	Argentina
2020-02-08	covid_cases	0	Argentina
2020-02-09	covid_cases	0	Argentina
2020-02-10	covid_cases	0	Argentina
2020-02-11	covid_cases	0	Argentina
2020-02-12	covid_cases	0	Argentina
2020-02-13	covid_cases	0	Argentina
2020-02-14	covid_cases	0	Argentina
2020-02-15	covid_cases	0	Argentina
2020-02-16	covid_cases	0	Argentina
2020-02-17	covid_cases	0	Argentina
2020-02-18	covid_cases	0	Argentina
2020-02-19	covid_cases	0	Argentina
2020-02-20	covid_cases	0	Argentina
2020-02-21	covid_cases	0	Argentina
2020-02-22	covid_cases	0	Argentina
2020-02-23	covid_cases	0	Argentina
2020-02-24	covid_cases	0	Argentina
2020-02-25	covid_cases	0	Argentina
2020-02-26	covid_cases	0	Argentina
2020-02-27	covid_cases	0	Argentina
2020-02-28	covid_cases	0	Argentina
2020-02-29	covid_cases	0	Argentina
2020-03-01	covid_cases	0	Argentina
2020-03-02	covid_cases	0	Argentina
2020-03-03	covid_cases	1	Argentina
2020-03-04	covid_cases	1	Argentina
2020-03-05	covid_cases	1	Argentina
2020-03-06	covid_cases	2	Argentina
2020-03-07	covid_cases	8	Argentina
2020-03-08	covid_cases	12	Argentina
2020-03-09	covid_cases	12	Argentina
2020-03-10	covid_cases	17	Argentina
2020-03-11	covid_cases	19	Argentina
2020-03-12	covid_cases	19	Argentina
2020-03-13	covid_cases	31	Argentina
2020-03-14	covid_cases	34	Argentina
2020-03-15	covid_cases	45	Argentina
2020-03-16	covid_cases	56	Argentina
2020-03-17	covid_cases	68	Argentina
2020-03-18	covid_cases	79	Argentina
2020-03-19	covid_cases	97	Argentina
2020-03-20	covid_cases	128	Argentina
2020-03-21	covid_cases	158	Argentina
2020-03-22	covid_cases	266	Argentina
2020-03-23	covid_cases	301	Argentina
2020-03-24	covid_cases	387	Argentina
2020-03-25	covid_cases	387	Argentina
2020-03-26	covid_cases	502	Argentina
2020-03-27	covid_cases	589	Argentina
2020-03-28	covid_cases	690	Argentina
2020-03-29	covid_cases	745	Argentina
2020-03-30	covid_cases	820	Argentina
2020-03-31	covid_cases	1054	Argentina
2020-04-01	covid_cases	1054	Argentina
2020-04-02	covid_cases	1133	Argentina
2020-04-03	covid_cases	1265	Argentina
2020-04-04	covid_cases	1451	Argentina
2020-04-05	covid_cases	1451	Argentina
2020-04-06	covid_cases	1554	Argentina
2020-04-07	covid_cases	1628	Argentina
2020-04-08	covid_cases	1715	Argentina
2020-04-09	covid_cases	1795	Argentina
2020-04-10	covid_cases	1975	Argentina
2020-04-11	covid_cases	1975	Argentina
2020-04-12	covid_cases	2142	Argentina
2020-04-13	covid_cases	2208	Argentina
2020-04-14	covid_cases	2277	Argentina
2020-04-15	covid_cases	2443	Argentina
2020-04-16	covid_cases	2571	Argentina
2020-04-17	covid_cases	2669	Argentina
2020-04-18	covid_cases	2758	Argentina
2020-04-19	covid_cases	2839	Argentina
2020-04-20	covid_cases	2941	Argentina
2020-04-21	covid_cases	3031	Argentina
2020-04-22	covid_cases	3144	Argentina
2020-04-23	covid_cases	3435	Argentina
2020-04-24	covid_cases	3607	Argentina
2020-04-25	covid_cases	3780	Argentina
2020-04-26	covid_cases	3892	Argentina
2020-04-27	covid_cases	4003	Argentina
2020-04-28	covid_cases	4127	Argentina
2020-04-29	covid_cases	4285	Argentina
2020-04-30	covid_cases	4428	Argentina
2020-05-01	covid_cases	4532	Argentina
2020-05-02	covid_cases	4681	Argentina
2020-05-03	covid_cases	4783	Argentina
2020-05-04	covid_cases	4887	Argentina
2020-05-05	covid_cases	5020	Argentina
2020-05-06	covid_cases	5208	Argentina
2020-05-07	covid_cases	5371	Argentina
2020-05-08	covid_cases	5611	Argentina
2020-05-09	covid_cases	5776	Argentina
2020-05-10	covid_cases	6034	Argentina
2020-05-11	covid_cases	6278	Argentina
2020-05-12	covid_cases	6563	Argentina
2020-05-13	covid_cases	6879	Argentina
2020-05-14	covid_cases	7134	Argentina
2020-05-15	covid_cases	7479	Argentina
2020-05-16	covid_cases	7805	Argentina
2020-05-17	covid_cases	8068	Argentina
2020-05-18	covid_cases	8371	Argentina
2020-05-19	covid_cases	8809	Argentina
2020-05-20	covid_cases	9283	Argentina
2020-05-21	covid_cases	9931	Argentina
2020-05-22	covid_cases	10649	Argentina
2020-05-23	covid_cases	11353	Argentina
2020-05-24	covid_cases	12076	Argentina
2020-05-25	covid_cases	12628	Argentina
2020-05-26	covid_cases	13228	Argentina
2020-05-27	covid_cases	13933	Argentina
2020-05-28	covid_cases	14702	Argentina
2020-05-29	covid_cases	15419	Argentina
2020-05-30	covid_cases	16214	Argentina
2020-05-31	covid_cases	16851	Argentina
2020-06-01	covid_cases	17415	Argentina
2020-06-02	covid_cases	18319	Argentina
2020-06-03	covid_cases	19268	Argentina
2020-06-04	covid_cases	20197	Argentina
2020-06-05	covid_cases	21037	Argentina
2020-06-06	covid_cases	22020	Argentina
2020-06-07	covid_cases	22794	Argentina
2020-06-08	covid_cases	23620	Argentina
2020-06-09	covid_cases	24761	Argentina
2020-06-10	covid_cases	25987	Argentina
2020-06-11	covid_cases	27373	Argentina
2020-06-12	covid_cases	28764	Argentina
2020-06-13	covid_cases	30295	Argentina
2020-06-14	covid_cases	31577	Argentina
2020-06-15	covid_cases	32785	Argentina
2020-06-16	covid_cases	34159	Argentina
2020-06-17	covid_cases	35552	Argentina
2020-06-18	covid_cases	37510	Argentina
2020-06-19	covid_cases	39570	Argentina
2020-06-20	covid_cases	41204	Argentina
2020-06-21	covid_cases	42785	Argentina
2020-06-22	covid_cases	44931	Argentina
2020-06-23	covid_cases	47203	Argentina
2020-06-24	covid_cases	49851	Argentina
2020-06-25	covid_cases	52457	Argentina
2020-06-26	covid_cases	55343	Argentina
2020-06-27	covid_cases	57744	Argentina
2020-06-28	covid_cases	59933	Argentina
2020-06-29	covid_cases	62268	Argentina
2020-06-30	covid_cases	64530	Argentina
2020-07-01	covid_cases	67197	Argentina
2020-07-02	covid_cases	69941	Argentina
2020-07-03	covid_cases	72786	Argentina
2020-07-04	covid_cases	75376	Argentina
2020-07-05	covid_cases	77815	Argentina
2020-07-06	covid_cases	80447	Argentina
2020-07-07	covid_cases	83426	Argentina
2020-07-08	covid_cases	87030	Argentina
2020-07-09	covid_cases	90693	Argentina
2020-07-10	covid_cases	94060	Argentina
2020-07-11	covid_cases	97509	Argentina
2020-07-12	covid_cases	100166	Argentina
2020-07-13	covid_cases	103265	Argentina
2020-07-14	covid_cases	106910	Argentina
2020-07-15	covid_cases	111146	Argentina
2020-07-16	covid_cases	114783	Argentina
2020-07-17	covid_cases	119301	Argentina
2020-07-18	covid_cases	122524	Argentina
2020-07-19	covid_cases	126755	Argentina
2020-07-20	covid_cases	130774	Argentina
2020-07-21	covid_cases	136118	Argentina
2020-07-22	covid_cases	141900	Argentina
2020-07-23	covid_cases	148027	Argentina
2020-07-24	covid_cases	153520	Argentina
2020-07-25	covid_cases	158334	Argentina
2020-07-26	covid_cases	162526	Argentina
2020-07-27	covid_cases	167416	Argentina
2020-07-28	covid_cases	173355	Argentina
2020-07-29	covid_cases	178996	Argentina
2020-07-30	covid_cases	185373	Argentina
2020-07-31	covid_cases	191302	Argentina
2020-08-01	covid_cases	196543	Argentina
2020-08-02	covid_cases	201919	Argentina
2020-08-03	covid_cases	206743	Argentina
2020-08-04	covid_cases	213535	Argentina
2020-08-05	covid_cases	220682	Argentina
2020-08-06	covid_cases	228195	Argentina
2020-08-07	covid_cases	235677	Argentina
2020-08-08	covid_cases	241811	Argentina
2020-08-09	covid_cases	246499	Argentina
2020-08-10	covid_cases	253868	Argentina
2020-08-11	covid_cases	260911	Argentina
2020-08-12	covid_cases	268574	Argentina
2020-08-13	covid_cases	276072	Argentina
2020-08-14	covid_cases	282437	Argentina
2020-08-15	covid_cases	289100	Argentina
2020-08-16	covid_cases	294569	Argentina
2020-08-17	covid_cases	299126	Argentina
2020-08-18	covid_cases	305966	Argentina
2020-08-19	covid_cases	312659	Argentina
2020-08-20	covid_cases	320884	Argentina
2020-08-21	covid_cases	329043	Argentina
2020-08-22	covid_cases	336802	Argentina
2020-08-23	covid_cases	342154	Argentina
2020-08-24	covid_cases	350867	Argentina
2020-08-25	covid_cases	359638	Argentina
2020-08-26	covid_cases	370188	Argentina
2020-08-27	covid_cases	380292	Argentina
2020-08-28	covid_cases	392009	Argentina
2020-08-29	covid_cases	401239	Argentina
2020-08-30	covid_cases	408426	Argentina
2020-08-31	covid_cases	417735	Argentina
2020-09-01	covid_cases	428239	Argentina
2020-09-02	covid_cases	439172	Argentina
2020-09-03	covid_cases	451198	Argentina
2020-09-04	covid_cases	461882	Argentina
2020-09-05	covid_cases	471806	Argentina
2020-09-06	covid_cases	478792	Argentina
2020-09-07	covid_cases	488007	Argentina
2020-09-08	covid_cases	500034	Argentina
2020-09-09	covid_cases	512293	Argentina
2020-09-10	covid_cases	524198	Argentina
2020-09-11	covid_cases	535705	Argentina
2020-09-12	covid_cases	546481	Argentina
2020-09-13	covid_cases	555537	Argentina
2020-09-14	covid_cases	565446	Argentina
2020-09-15	covid_cases	577338	Argentina
2020-09-16	covid_cases	589012	Argentina
2020-09-17	covid_cases	601713	Argentina
2020-09-18	covid_cases	613658	Argentina
2020-09-19	covid_cases	622934	Argentina
2020-09-20	covid_cases	631365	Argentina
2020-09-21	covid_cases	640147	Argentina
2020-09-22	covid_cases	652174	Argentina
2020-09-23	covid_cases	664799	Argentina
2020-09-24	covid_cases	678266	Argentina
2020-09-25	covid_cases	691235	Argentina
2020-09-26	covid_cases	702484	Argentina
2020-09-27	covid_cases	711325	Argentina
2020-09-28	covid_cases	723132	Argentina
2020-09-29	covid_cases	736609	Argentina
2020-09-30	covid_cases	751001	Argentina
2020-10-01	covid_cases	765002	Argentina
2020-10-02	covid_cases	779689	Argentina
2020-10-03	covid_cases	790818	Argentina
2020-10-04	covid_cases	798486	Argentina
2020-10-05	covid_cases	809728	Argentina
2020-10-06	covid_cases	824468	Argentina
2020-10-07	covid_cases	840915	Argentina
2020-10-08	covid_cases	856369	Argentina
2020-10-09	covid_cases	871468	Argentina
2020-10-10	covid_cases	883882	Argentina
2020-10-11	covid_cases	894206	Argentina
2020-10-12	covid_cases	903730	Argentina
2020-10-13	covid_cases	917035	Argentina
2020-10-14	covid_cases	931967	Argentina
2020-10-15	covid_cases	949063	Argentina
2020-10-16	covid_cases	965609	Argentina
2020-10-17	covid_cases	979119	Argentina
2020-10-18	covid_cases	989680	Argentina
2020-10-19	covid_cases	1002662	Argentina
2020-10-20	covid_cases	1018999	Argentina
2020-10-21	covid_cases	1037325	Argentina
2020-10-22	covid_cases	1053650	Argentina
2020-10-23	covid_cases	1069368	Argentina
2020-10-24	covid_cases	1081336	Argentina
2020-10-25	covid_cases	1090589	Argentina
2020-10-26	covid_cases	1102301	Argentina
2020-10-27	covid_cases	1116609	Argentina
2020-10-28	covid_cases	1130533	Argentina
2020-10-29	covid_cases	1143800	Argentina
2020-10-30	covid_cases	1157179	Argentina
2020-10-31	covid_cases	1166924	Argentina
2020-11-01	covid_cases	1173533	Argentina
2020-11-02	covid_cases	1183131	Argentina
2020-11-03	covid_cases	1195276	Argentina
2020-11-04	covid_cases	1205928	Argentina
2020-11-05	covid_cases	1217028	Argentina
2020-11-06	covid_cases	1228814	Argentina
2020-11-07	covid_cases	1236851	Argentina
2020-11-08	covid_cases	1242182	Argentina
2020-11-09	covid_cases	1250499	Argentina
2020-11-10	covid_cases	1262476	Argentina
2020-11-11	covid_cases	1273356	Argentina
2020-11-12	covid_cases	1284519	Argentina
2020-11-13	covid_cases	1296378	Argentina
2020-11-14	covid_cases	1304846	Argentina
2020-11-15	covid_cases	1310491	Argentina
2020-11-16	covid_cases	1318384	Argentina
2020-11-17	covid_cases	1329005	Argentina
2020-11-18	covid_cases	1339337	Argentina
2020-11-19	covid_cases	1349434	Argentina
2020-11-20	covid_cases	1359042	Argentina
2020-11-21	covid_cases	1366182	Argentina
2020-11-22	covid_cases	1370366	Argentina
2020-11-23	covid_cases	1374631	Argentina
2020-11-24	covid_cases	1381795	Argentina
2020-11-25	covid_cases	1390388	Argentina
2020-11-26	covid_cases	1399431	Argentina
2020-11-27	covid_cases	1407277	Argentina
2020-11-28	covid_cases	1413375	Argentina
2020-11-29	covid_cases	1418807	Argentina
2020-11-30	covid_cases	1424533	Argentina
2020-12-01	covid_cases	1432570	Argentina
2020-12-02	covid_cases	1440103	Argentina
2020-12-03	covid_cases	1447732	Argentina
2020-12-04	covid_cases	1454631	Argentina
2020-12-05	covid_cases	1459832	Argentina
2020-12-06	covid_cases	1463110	Argentina
2020-12-07	covid_cases	1466309	Argentina
2020-12-08	covid_cases	1469919	Argentina
2020-12-09	covid_cases	1475222	Argentina
2020-12-10	covid_cases	1482216	Argentina
2020-12-11	covid_cases	1489328	Argentina
2020-12-12	covid_cases	1494602	Argentina
2020-12-13	covid_cases	1498160	Argentina
2020-12-14	covid_cases	1503222	Argentina
2020-12-15	covid_cases	1510203	Argentina
2020-12-16	covid_cases	1517046	Argentina
2020-12-17	covid_cases	1524372	Argentina
2020-12-18	covid_cases	1531374	Argentina
2020-12-19	covid_cases	1537169	Argentina
2020-12-20	covid_cases	1541285	Argentina
2020-12-21	covid_cases	1547138	Argentina
2020-12-22	covid_cases	1555279	Argentina
2020-12-23	covid_cases	1563865	Argentina
2020-12-24	covid_cases	1563865	Argentina
2020-12-25	covid_cases	1574554	Argentina
2020-12-26	covid_cases	1578267	Argentina
2020-12-27	covid_cases	1583297	Argentina
2020-12-28	covid_cases	1590513	Argentina
2020-12-29	covid_cases	1602163	Argentina
2020-12-30	covid_cases	1613928	Argentina
2020-12-31	covid_cases	1625514	Argentina
2021-01-01	covid_cases	1629594	Argentina
2021-01-02	covid_cases	1634834	Argentina
2021-01-03	covid_cases	1640718	Argentina
2021-01-04	covid_cases	1648940	Argentina
2021-01-05	covid_cases	1662730	Argentina
2021-01-06	covid_cases	1676171	Argentina
2021-01-07	covid_cases	1690006	Argentina
2021-01-08	covid_cases	1703352	Argentina
2021-01-09	covid_cases	1714409	Argentina
2021-01-10	covid_cases	1722217	Argentina
2021-01-11	covid_cases	1730921	Argentina
2021-01-12	covid_cases	1744704	Argentina
2021-01-13	covid_cases	1757429	Argentina
2021-01-14	covid_cases	1770715	Argentina
2021-01-15	covid_cases	1783047	Argentina
2021-01-16	covid_cases	1791979	Argentina
2021-01-17	covid_cases	1799243	Argentina
2021-01-18	covid_cases	1807428	Argentina
2021-01-19	covid_cases	1819569	Argentina
2021-01-20	covid_cases	1831681	Argentina
2021-01-21	covid_cases	1843077	Argentina
2021-01-22	covid_cases	1853830	Argentina
2021-01-23	covid_cases	1862192	Argentina
2021-01-24	covid_cases	1867223	Argentina
2021-01-25	covid_cases	1874801	Argentina
2021-01-26	covid_cases	1885210	Argentina
2021-01-27	covid_cases	1896053	Argentina
2021-01-28	covid_cases	1905524	Argentina
2021-01-29	covid_cases	1915362	Argentina
2021-01-30	covid_cases	1922264	Argentina
2021-01-31	covid_cases	1927239	Argentina
2021-02-01	covid_cases	1933853	Argentina
2021-02-02	covid_cases	1943548	Argentina
2021-02-03	covid_cases	1952744	Argentina
2021-02-04	covid_cases	1961635	Argentina
2021-02-05	covid_cases	1970009	Argentina
2021-02-06	covid_cases	1976689	Argentina
2021-02-07	covid_cases	1980347	Argentina
2021-02-08	covid_cases	1985501	Argentina
2021-02-09	covid_cases	1993295	Argentina
2021-02-10	covid_cases	2001034	Argentina
2021-02-11	covid_cases	2008345	Argentina
2021-02-12	covid_cases	2015496	Argentina
2021-02-13	covid_cases	2021553	Argentina
2021-02-14	covid_cases	2025798	Argentina
2021-02-15	covid_cases	2029057	Argentina
2021-02-16	covid_cases	2033060	Argentina
2021-02-17	covid_cases	2039124	Argentina
2021-02-18	covid_cases	2046795	Argentina
2021-02-19	covid_cases	2054681	Argentina
2021-02-20	covid_cases	2060625	Argentina
2021-02-21	covid_cases	2064334	Argentina
2021-02-22	covid_cases	2069751	Argentina
2021-02-23	covid_cases	2077228	Argentina
2021-02-24	covid_cases	2085411	Argentina
2021-02-25	covid_cases	2093645	Argentina
2021-02-26	covid_cases	2098728	Argentina
2021-02-27	covid_cases	2104197	Argentina
2021-02-28	covid_cases	2107365	Argentina
2021-03-01	covid_cases	2112023	Argentina
2021-03-02	covid_cases	2118676	Argentina
2021-03-03	covid_cases	2126531	Argentina
2021-03-04	covid_cases	2133963	Argentina
2021-03-05	covid_cases	2141854	Argentina
2021-03-06	covid_cases	2146714	Argentina
2021-03-07	covid_cases	2149636	Argentina
2021-03-08	covid_cases	2154694	Argentina
2021-03-09	covid_cases	2162001	Argentina
2021-03-10	covid_cases	2169694	Argentina
2021-03-11	covid_cases	2177898	Argentina
2021-03-12	covid_cases	2185747	Argentina
2021-03-13	covid_cases	2192025	Argentina
2021-03-14	covid_cases	2195722	Argentina
2021-03-15	covid_cases	2201886	Argentina
2021-03-16	covid_cases	2210121	Argentina
2021-03-17	covid_cases	2218425	Argentina
2021-03-18	covid_cases	2226753	Argentina
2021-03-19	covid_cases	2234913	Argentina
2021-03-20	covid_cases	2241739	Argentina
2021-03-21	covid_cases	2245771	Argentina
2021-03-22	covid_cases	2252172	Argentina
2021-03-23	covid_cases	2261577	Argentina
2021-03-24	covid_cases	2269877	Argentina
2021-03-25	covid_cases	2278115	Argentina
2021-03-26	covid_cases	2291051	Argentina
2021-03-27	covid_cases	2301389	Argentina
2021-03-28	covid_cases	2308597	Argentina
2021-03-29	covid_cases	2322611	Argentina
2020-01-22	covid_cases	0	Australia
2020-01-23	covid_cases	0	Australia
2020-01-24	covid_cases	0	Australia
2020-01-25	covid_cases	0	Australia
2020-01-26	covid_cases	4	Australia
2020-01-27	covid_cases	5	Australia
2020-01-28	covid_cases	5	Australia
2020-01-29	covid_cases	6	Australia
2020-01-30	covid_cases	9	Australia
2020-01-31	covid_cases	9	Australia
2020-02-01	covid_cases	12	Australia
2020-02-02	covid_cases	12	Australia
2020-02-03	covid_cases	12	Australia
2020-02-04	covid_cases	13	Australia
2020-02-05	covid_cases	13	Australia
2020-02-06	covid_cases	14	Australia
2020-02-07	covid_cases	15	Australia
2020-02-08	covid_cases	15	Australia
2020-02-09	covid_cases	15	Australia
2020-02-10	covid_cases	15	Australia
2020-02-11	covid_cases	15	Australia
2020-02-12	covid_cases	15	Australia
2020-02-13	covid_cases	15	Australia
2020-02-14	covid_cases	15	Australia
2020-02-15	covid_cases	15	Australia
2020-02-16	covid_cases	15	Australia
2020-02-17	covid_cases	15	Australia
2020-02-18	covid_cases	15	Australia
2020-02-19	covid_cases	15	Australia
2020-02-20	covid_cases	15	Australia
2020-02-21	covid_cases	15	Australia
2020-02-22	covid_cases	15	Australia
2020-02-23	covid_cases	15	Australia
2020-02-24	covid_cases	15	Australia
2020-02-25	covid_cases	15	Australia
2020-02-26	covid_cases	15	Australia
2020-02-27	covid_cases	15	Australia
2020-02-28	covid_cases	15	Australia
2020-02-29	covid_cases	25	Australia
2020-03-01	covid_cases	27	Australia
2020-03-02	covid_cases	30	Australia
2020-03-03	covid_cases	39	Australia
2020-03-04	covid_cases	52	Australia
2020-03-05	covid_cases	55	Australia
2020-03-06	covid_cases	60	Australia
2020-03-07	covid_cases	63	Australia
2020-03-08	covid_cases	76	Australia
2020-03-09	covid_cases	91	Australia
2020-03-10	covid_cases	107	Australia
2020-03-11	covid_cases	128	Australia
2020-03-12	covid_cases	128	Australia
2020-03-13	covid_cases	200	Australia
2020-03-14	covid_cases	250	Australia
2020-03-15	covid_cases	297	Australia
2020-03-16	covid_cases	377	Australia
2020-03-17	covid_cases	452	Australia
2020-03-18	covid_cases	568	Australia
2020-03-19	covid_cases	681	Australia
2020-03-20	covid_cases	791	Australia
2020-03-21	covid_cases	1071	Australia
2020-03-22	covid_cases	1549	Australia
2020-03-23	covid_cases	1682	Australia
2020-03-24	covid_cases	2044	Australia
2020-03-25	covid_cases	2364	Australia
2020-03-26	covid_cases	2810	Australia
2020-03-27	covid_cases	3143	Australia
2020-03-28	covid_cases	3640	Australia
2020-03-29	covid_cases	3984	Australia
2020-03-30	covid_cases	4361	Australia
2020-03-31	covid_cases	4559	Australia
2020-04-01	covid_cases	4862	Australia
2020-04-02	covid_cases	5116	Australia
2020-04-03	covid_cases	5330	Australia
2020-04-04	covid_cases	5550	Australia
2020-04-05	covid_cases	5687	Australia
2020-04-06	covid_cases	5797	Australia
2020-04-07	covid_cases	5895	Australia
2020-04-08	covid_cases	6010	Australia
2020-04-09	covid_cases	6108	Australia
2020-04-10	covid_cases	6215	Australia
2020-04-11	covid_cases	6303	Australia
2020-04-12	covid_cases	6315	Australia
2020-04-13	covid_cases	6351	Australia
2020-04-14	covid_cases	6415	Australia
2020-04-15	covid_cases	6440	Australia
2020-04-16	covid_cases	6462	Australia
2020-04-17	covid_cases	6522	Australia
2020-04-18	covid_cases	6568	Australia
2020-04-19	covid_cases	6610	Australia
2020-04-20	covid_cases	6623	Australia
2020-04-21	covid_cases	6645	Australia
2020-04-22	covid_cases	6652	Australia
2020-04-23	covid_cases	6662	Australia
2020-04-24	covid_cases	6677	Australia
2020-04-25	covid_cases	6694	Australia
2020-04-26	covid_cases	6714	Australia
2020-04-27	covid_cases	6721	Australia
2020-04-28	covid_cases	6744	Australia
2020-04-29	covid_cases	6752	Australia
2020-04-30	covid_cases	6766	Australia
2020-05-01	covid_cases	6778	Australia
2020-05-02	covid_cases	6799	Australia
2020-05-03	covid_cases	6822	Australia
2020-05-04	covid_cases	6847	Australia
2020-05-05	covid_cases	6875	Australia
2020-05-06	covid_cases	6894	Australia
2020-05-07	covid_cases	6913	Australia
2020-05-08	covid_cases	6918	Australia
2020-05-09	covid_cases	6939	Australia
2020-05-10	covid_cases	6948	Australia
2020-05-11	covid_cases	6970	Australia
2020-05-12	covid_cases	6980	Australia
2020-05-13	covid_cases	6989	Australia
2020-05-14	covid_cases	7019	Australia
2020-05-15	covid_cases	7035	Australia
2020-05-16	covid_cases	7044	Australia
2020-05-17	covid_cases	7054	Australia
2020-05-18	covid_cases	7068	Australia
2020-05-19	covid_cases	7072	Australia
2020-05-20	covid_cases	7081	Australia
2020-05-21	covid_cases	7095	Australia
2020-05-22	covid_cases	7099	Australia
2020-05-23	covid_cases	7114	Australia
2020-05-24	covid_cases	7114	Australia
2020-05-25	covid_cases	7126	Australia
2020-05-26	covid_cases	7139	Australia
2020-05-27	covid_cases	7150	Australia
2020-05-28	covid_cases	7165	Australia
2020-05-29	covid_cases	7184	Australia
2020-05-30	covid_cases	7192	Australia
2020-05-31	covid_cases	7202	Australia
2020-06-01	covid_cases	7221	Australia
2020-06-02	covid_cases	7229	Australia
2020-06-03	covid_cases	7240	Australia
2020-06-04	covid_cases	7247	Australia
2020-06-05	covid_cases	7252	Australia
2020-06-06	covid_cases	7259	Australia
2020-06-07	covid_cases	7265	Australia
2020-06-08	covid_cases	7267	Australia
2020-06-09	covid_cases	7274	Australia
2020-06-10	covid_cases	7285	Australia
2020-06-11	covid_cases	7289	Australia
2020-06-12	covid_cases	7294	Australia
2020-06-13	covid_cases	7320	Australia
2020-06-14	covid_cases	7335	Australia
2020-06-15	covid_cases	7347	Australia
2020-06-16	covid_cases	7370	Australia
2020-06-17	covid_cases	7391	Australia
2020-06-18	covid_cases	7409	Australia
2020-06-19	covid_cases	7411	Australia
2020-06-20	covid_cases	7461	Australia
2020-06-21	covid_cases	7474	Australia
2020-06-22	covid_cases	7492	Australia
2020-06-23	covid_cases	7521	Australia
2020-06-24	covid_cases	7558	Australia
2020-06-25	covid_cases	7595	Australia
2020-06-26	covid_cases	7601	Australia
2020-06-27	covid_cases	7686	Australia
2020-06-28	covid_cases	7764	Australia
2020-06-29	covid_cases	7834	Australia
2020-06-30	covid_cases	7920	Australia
2020-07-01	covid_cases	8001	Australia
2020-07-02	covid_cases	8066	Australia
2020-07-03	covid_cases	8260	Australia
2020-07-04	covid_cases	8443	Australia
2020-07-05	covid_cases	8583	Australia
2020-07-06	covid_cases	8755	Australia
2020-07-07	covid_cases	8886	Australia
2020-07-08	covid_cases	9056	Australia
2020-07-09	covid_cases	9374	Australia
2020-07-10	covid_cases	9553	Australia
2020-07-11	covid_cases	9797	Australia
2020-07-12	covid_cases	9980	Australia
2020-07-13	covid_cases	10251	Australia
2020-07-14	covid_cases	10487	Australia
2020-07-15	covid_cases	10810	Australia
2020-07-16	covid_cases	11233	Australia
2020-07-17	covid_cases	11441	Australia
2020-07-18	covid_cases	11802	Australia
2020-07-19	covid_cases	12069	Australia
2020-07-20	covid_cases	12428	Australia
2020-07-21	covid_cases	12894	Australia
2020-07-22	covid_cases	13302	Australia
2020-07-23	covid_cases	13595	Australia
2020-07-24	covid_cases	13950	Australia
2020-07-25	covid_cases	14403	Australia
2020-07-26	covid_cases	14935	Australia
2020-07-27	covid_cases	15303	Australia
2020-07-28	covid_cases	15582	Australia
2020-07-29	covid_cases	16298	Australia
2020-07-30	covid_cases	16903	Australia
2020-07-31	covid_cases	17280	Australia
2020-08-01	covid_cases	17895	Australia
2020-08-02	covid_cases	18318	Australia
2020-08-03	covid_cases	18730	Australia
2020-08-04	covid_cases	19445	Australia
2020-08-05	covid_cases	19890	Australia
2020-08-06	covid_cases	20272	Australia
2020-08-07	covid_cases	20698	Australia
2020-08-08	covid_cases	21084	Australia
2020-08-09	covid_cases	21397	Australia
2020-08-10	covid_cases	21713	Australia
2020-08-11	covid_cases	22127	Australia
2020-08-12	covid_cases	22358	Australia
2020-08-13	covid_cases	22742	Australia
2020-08-14	covid_cases	23035	Australia
2020-08-15	covid_cases	23287	Australia
2020-08-16	covid_cases	23558	Australia
2020-08-17	covid_cases	23773	Australia
2020-08-18	covid_cases	23989	Australia
2020-08-19	covid_cases	24236	Australia
2020-08-20	covid_cases	24407	Australia
2020-08-21	covid_cases	24602	Australia
2020-08-22	covid_cases	24811	Australia
2020-08-23	covid_cases	24915	Australia
2020-08-24	covid_cases	25053	Australia
2020-08-25	covid_cases	25204	Australia
2020-08-26	covid_cases	25322	Australia
2020-08-27	covid_cases	25448	Australia
2020-08-28	covid_cases	25547	Australia
2020-08-29	covid_cases	25670	Australia
2020-08-30	covid_cases	25746	Australia
2020-08-31	covid_cases	25819	Australia
2020-09-01	covid_cases	25923	Australia
2020-09-02	covid_cases	26049	Australia
2020-09-03	covid_cases	26136	Australia
2020-09-04	covid_cases	26207	Australia
2020-09-05	covid_cases	26278	Australia
2020-09-06	covid_cases	26321	Australia
2020-09-07	covid_cases	26373	Australia
2020-09-08	covid_cases	26465	Australia
2020-09-09	covid_cases	26524	Australia
2020-09-10	covid_cases	26564	Australia
2020-09-11	covid_cases	26607	Australia
2020-09-12	covid_cases	26651	Australia
2020-09-13	covid_cases	26692	Australia
2020-09-14	covid_cases	26739	Australia
2020-09-15	covid_cases	26778	Australia
2020-09-16	covid_cases	26813	Australia
2020-09-17	covid_cases	26861	Australia
2020-09-18	covid_cases	26885	Australia
2020-09-19	covid_cases	26898	Australia
2020-09-20	covid_cases	26912	Australia
