covid	tx2019	tx2020
0	0	0
0.010437778678557	0.0604026845637584	0.0167785234899329
0.0377989460883664	0.120805369127517	0.0704697986577181
0.0838062423996757	0.224832214765101	0.144295302013423
0.548236724766923	0.651006711409396	0.429530201342282
1	1	0.677852348993289
